date,fold_id,regime,optimizer_status,used_fallback,turnover,turnover_cost,ex_ante_vol,active_vol_budget,guardrail_multiplier,p_risk_on,p_neutral,p_stress
2010-07-30,2,neutral,optimal,0,0.441305219719045,0.0002206526098595225,0.07999999992270182,0.08,1.0,2.7942662602547365e-26,0.5138824468567664,0.48611755314344646
2010-08-31,2,neutral,optimal,0,0.17365733401223213,8.682866700611606e-05,0.07999999996001697,0.08,1.0,1.4292418231625772e-24,0.5177660570445624,0.4822339429550017
2010-09-30,2,neutral,optimal,0,0.30793803812818926,0.00015396901906409463,0.07999999995027517,0.08,1.0,8.035702172908854e-90,0.9999976522895214,2.347710220299317e-06
2010-10-29,2,neutral,optimal,0,0.3620129718695263,0.00018100648593476315,0.07999999997235749,0.08,1.0,6.990006101249156e-16,0.5185930925663998,0.4814069074333265
2010-11-30,2,neutral,optimal,0,0.19715856639454987,9.857928319727494e-05,0.07999999998769164,0.08,1.0,1.425731198716901e-49,0.9999864447145376,1.3555285682910132e-05
2010-12-30,2,neutral,optimal,0,0.2910902656516846,0.0001455451328258423,0.07999999998514556,0.08,1.0,1.664863110498673e-45,0.9995439940228484,0.00045600597740387235
2011-01-31,2,neutral,optimal,0,0.10188123734668983,5.094061867334492e-05,0.07999999993373966,0.08,1.0,3.436046810913165e-24,0.9996133773757411,0.0003866226242105835
2011-02-28,2,neutral,optimal,0,0.3532331676844312,0.0001766165838422156,0.0799999999563313,0.08,1.0,2.4017472108350562e-17,0.99857189163235,0.0014281083680106037
2011-03-31,2,risk_on,optimal,0,0.5057166927303123,0.00025285834636515613,0.09999999994950536,0.1,1.0,0.5015174799857027,0.49846534694156347,1.7173072309753566e-05
2011-04-28,2,risk_on,optimal,0,0.463402311686855,0.0002317011558434275,0.09999999999546219,0.1,1.0,0.9996060347659754,0.00039370372279091644,2.615111347717085e-07
2011-05-31,2,neutral,optimal,0,0.2828940157601425,0.00014144700788007125,0.0799999999543376,0.08,1.0,0.4960472893760371,0.5039512597825601,1.450841895449029e-06
2011-06-30,2,risk_on,optimal,0,0.4615791689814464,0.0002307895844907232,0.09704318936554694,0.1,1.0,0.9666422124890158,0.033350170927923625,7.616582773572278e-06
2011-07-29,2,neutral,optimal,0,0.4532961617352293,0.00022664808086761466,0.07999999992889743,0.08,1.0,2.822274496188896e-06,0.999958966064419,3.8211660908291355e-05
2011-08-31,2,stress,optimal,0,0.5091659392501543,0.00025458296962507717,0.07792286023608835,0.05,1.0,7.80130040894365e-14,0.0006885742663695571,0.9993114257339818
2011-09-30,2,stress,optimal_inaccurate,0,0.15422782887485567,7.711391443742784e-05,0.08777180031342102,0.05,1.0,5.033430301902405e-19,0.4868283891052046,0.5131716108948885
2011-10-31,2,risk_on,optimal,0,0.547995214241656,0.000273997607120828,0.09999999974454202,0.1,1.0,0.5070318670299124,0.4929681322957213,6.734573979414112e-10
2011-11-30,2,stress,optimal,0,0.4439034175256381,0.00022195170876281907,0.08651652225053932,0.05,1.0,1.0018812891797657e-15,0.00013670034796096922,0.9998632996523292
