timestamp,n_taa_trials,n_disclosed_trials,baseline_variant_id,baseline_sharpe,baseline_dsr,timesfm_enabled
2026-04-20T22:55:13.646763+00:00,246,246,taa_baseline,0.7243698452988654,0.8498944765081051,1
