date,fold_id,regime,optimizer_status,used_fallback,turnover,turnover_cost,ex_ante_vol,active_vol_budget,guardrail_multiplier,p_risk_on,p_neutral,p_stress
2003-01-29,1,risk_on,optimal,0,0.603782961059991,0.0003018914805299955,0.0746343288800605,0.1,1.0,0.5060601552498696,0.493904258383326,3.558636681299697e-05
2003-02-28,1,risk_on,optimal,0,0.14167430055984492,7.083715027992246e-05,0.07423629437774443,0.1,1.0,0.5041465949432379,0.4958534050161984,4.04692716765262e-11
2003-03-31,1,stress,optimal,0,0.22080112854583075,0.00011040056427291538,0.07494580972197695,0.1,1.0,5.192026057123921e-06,2.83078661345483e-06,0.9999919771872878
2003-04-30,1,risk_on,optimal,0,0.3468280515552155,0.00017341402577760777,0.07076169258636295,0.1,1.0,0.5029962039174307,0.4970029567437869,8.39338665485818e-07
2003-05-30,1,risk_on,optimal,0,0.15915242335639665,7.957621167819832e-05,0.07188196543617005,0.1,1.0,0.5037349666093098,0.49626503339083344,6.904831168358523e-14
2003-06-30,1,risk_on,optimal,0,0.17872269705356694,8.936134852678347e-05,0.07105027243111686,0.1,1.0,0.5025490970052429,0.49745090093093014,2.063752040353061e-09
2003-07-31,1,neutral,optimal,0,0.3158283305537035,0.00015791416527685177,0.06868245764397757,0.1,1.0,0.49813416767221796,0.500792253250634,0.0010735790773513895
2003-08-29,1,risk_on,optimal,0,0.21955978953814387,0.00010977989476907194,0.06984180159877554,0.1,1.0,0.9999999820138329,1.0721605231427243e-08,7.264552100188086e-09
2003-09-30,1,risk_on,optimal,0,0.17582150323031068,8.791075161515534e-05,0.07112794747756214,0.1,1.0,0.5061742106026043,0.49382578939743704,2.37556489724666e-32
2003-10-31,1,risk_on,optimal,0,0.023400538232595625,1.1700269116297812e-05,0.07103294069302686,0.1,1.0,0.9999999999281499,4.6139364986691294e-11,2.553744713776569e-11
2003-11-28,1,risk_on,optimal,0,0.011513295468019479,5.75664773400974e-06,0.07110340862425131,0.1,1.0,0.9999999999427018,4.704482369110816e-11,1.0315863519839077e-11
2003-12-30,1,risk_on,optimal,0,0.12908166504736399,6.4540832523682e-05,0.06951695778234404,0.1,1.0,0.503458156527473,0.49654184347255087,5.387345489684807e-47
2004-01-30,1,risk_on,optimal,0,0.08544288919262288,4.272144459631144e-05,0.06897457116733949,0.1,1.0,0.5038495615922677,0.49615043840794565,1.3396712346580848e-51
2004-02-27,1,risk_on,optimal,0,0.009194879786097851,4.5974398930489255e-06,0.06898084643600663,0.1,1.0,0.503866987633963,0.49613301236612906,3.7734280279733297e-44
2004-03-31,1,risk_on,optimal,0,0.04721650184102871,2.3608250920514355e-05,0.06901364110130744,0.1,1.0,0.5032842179437901,0.49671578205643263,2.254606330322871e-44
2004-04-30,1,risk_on,optimal,0,0.20075988544902776,0.00010037994272451389,0.07004920931174947,0.1,1.0,0.5027089270912101,0.4972910729089617,4.797533040211281e-54
