fold_id,start_date,end_date,days,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,turnover_cost
1,2003-01-30,2007-09-28,1217,0.16828337678308714,0.08115978312539433,1.8270548672362126,2.6374544862334335,-0.11552737343534314,0.006006218409989031
2,2007-10-01,2012-04-27,1195,0.1401103488883637,0.14983641753034127,0.8016098547206779,1.2027326328851937,-0.31509060355043983,0.005989481760070038
3,2012-04-30,2016-11-30,1332,0.22008395812299986,0.13256911392384085,1.5092803459329551,2.4035222288261693,-0.15946515430433617,0.007059295298711967
4,2016-12-01,2021-06-30,1511,0.15121222997665562,0.10292242637100618,1.2748653000432844,1.8350618513797545,-0.20112458376518472,0.007439845861340446
5,2021-07-01,2025-12-31,1645,0.0664840474999806,0.08758510567420345,0.5307300498430706,0.7490157792691854,-0.23725686748246166,0.007026581270771125
