timestamp,n_taa_trials,n_disclosed_trials,baseline_variant_id,baseline_sharpe,baseline_dsr,timesfm_enabled
2026-04-20T02:18:44.559243+00:00,105,105,taa_baseline,1.1066560967737438,0.9990889872066047,0
