,MSCI_EAFE,IGOV,OIL
2001-04-18,0.02107333742274387,,-0.012381804215078071
2001-04-19,0.015465107219299752,,-0.016999670282714326
2001-04-20,0.0005310713751959819,,-0.01653551392230002
2001-04-23,-0.008070172476849616,,0.006044597172715217
2001-04-24,-0.001190113275600032,,-0.008700641230831412
2001-04-25,0.002668343086344225,,0.01881877139641609
2001-04-26,0.01010318481326513,,0.028667894869571848
2001-04-27,0.002678497680861072,,0.006860471031307865
2001-04-30,0.003613756675970514,,0.003591957884985379
2001-05-01,0.012286655743237423,,0.0156531122030276
2001-05-02,-0.0004184372152736015,,-0.026467925613230393
2001-05-03,-0.010037070266016824,,0.017248002144596406
2001-05-04,0.005031127927589568,,0.004265914752230172
2001-05-07,0.0031641815283289694,,0.0
2001-05-08,-0.01066194185762724,,-0.010340616298701357
2001-05-09,-0.008305622458972633,,0.008920665758379362
2001-05-10,0.009663752829173063,,0.011654731958075792
2001-05-11,-0.007845590585527452,,-0.010234781417753813
2001-05-14,-0.018362076860070846,,0.0031875359023509275
2001-05-15,0.012527844961535256,,-0.0042523097385303915
2001-05-16,0.00011835019837477053,,0.007077170374085079
2001-05-17,0.009928360959245248,,0.0035198909977796657
2001-05-18,-0.0015317586334695685,,0.0321548877691196
2001-05-21,0.0071986132940447525,,0.0010202347424654594
2001-05-22,-0.0015376826294747335,,-0.0020415114269766847
2001-05-23,-0.0064093403290403405,,-0.004095568864737082
2001-05-24,-0.0029771662481024373,,-0.02458146965616903
2001-05-25,-0.00645516141465033,,-0.001754078681633675
2001-05-28,0.0002815273618736313,,0.0
2001-05-29,-0.0054296490486161475,,0.023938697335854988
2001-05-30,-0.012779990077048524,,-0.001028983112571327
2001-05-31,-0.006356867502755387,,0.006839971947776944
2001-06-01,-0.0027520163332071315,,-0.00924505814405105
2001-06-04,0.00329088919123022,,0.006514681021193672
2001-06-05,0.0060216537201452595,,0.014252022707201413
2001-06-06,-0.005953366626000309,,-0.024557850781664062
2001-06-07,0.0027125338650466155,,-0.016011480242910804
2001-06-08,-0.003046426218219586,,0.03245020658607066
2001-06-11,-0.01575064593682195,,0.0044060400037103315
2001-06-12,-0.01497689839981123,,-0.0037269228299016684
2001-06-13,0.007570861584670016,,-0.004081638319648619
2001-06-14,-0.002745705243431869,,0.008484693697282551
2001-06-15,-0.006164395055085346,,-0.05095539946965405
2001-06-18,-0.009583467380482462,,-0.04027389913793996
2001-06-19,-0.00150450985326691,,-0.0011113170249144291
2001-06-20,-0.0074768487542768965,,-0.03354375163097274
2001-06-21,0.00493780968552851,,0.008016840035081848
2001-06-22,0.005443085010596003,,0.010966266071209594
2001-06-25,0.0025489180904203624,,0.017890898371281386
2001-06-26,-0.009598097060849953,,-0.002959676596296603
2001-06-27,-0.003203981412891565,,-0.0505330678424228
2001-06-28,-0.0029580380210843236,,-0.010184185162999486
2001-06-29,0.009966343791622624,,0.026419563033961344
2001-07-02,0.008257593972634467,,-0.017015105005982814
2001-07-03,-0.0071880031277745515,,-0.010980502483444208
2001-07-04,-0.007391604084212162,,0.01720136235854668
2001-07-05,-0.015256917462084102,,0.0015491869868293187
2001-07-06,-0.015526208794394331,,0.03685127333346671
2001-07-09,0.0015290145769089652,,-0.02492576173693603
2001-07-10,0.003697771204939398,,-0.008448590960358859
2001-07-11,-0.0074257563641572846,,-0.015938141073983943
2001-07-12,0.007032851564845702,,-0.015002255314487761
2001-07-13,0.0012518462273267607,,-0.006785098870419598
2001-07-16,-0.001456545299935978,,-0.007638228090685319
2001-07-17,-0.012467047595310407,,0.004429240178504183
2001-07-18,0.0032202147869301347,,-0.027287378254554556
2001-07-19,0.0101799206599963,,-0.007043741573175927
2001-07-20,-0.002916743837858678,,0.024236142113548898
2001-07-23,-0.009049984702854131,,0.011299555253933466
2001-07-24,-0.0023541905498001186,,-0.0008028904485906241
2001-07-25,-0.003258577423276296,,0.013958352250706855
2001-07-26,0.0032004815567807017,,-0.004365952559267472
2001-07-27,0.00938423308989369,,0.0019868872024175572
2001-07-30,0.004119013979648433,,-0.00917254686329191
2001-07-31,0.01363032739935231,,-0.010876240144138799
2001-08-01,0.008373500018200688,,0.010876240144138733
2001-08-02,0.010018374944814048,,0.0458095360312942
2001-08-03,-0.006859370562314851,,-0.01698226841072884
2001-08-06,-0.004593845613816976,,0.005434795985956775
2001-08-07,8.021304589272323e-05,,0.009632129950703148
2001-08-08,-0.009793292339350558,,-0.014677745157278061
2001-08-09,-0.010970550106843712,,-0.0007785130794136867
2001-08-10,0.0011703805072193804,,0.011614532420693083
2001-08-13,0.0017325927838606522,,-0.003856541609753758
2001-08-14,0.015387349796331155,,0.004241379020699069
2001-08-15,0.008574878102278458,,-0.01707453200368538
2001-08-16,-0.011046470155209428,,0.0
2001-08-17,-0.00900396360061031,,-0.032620235116388646
2001-08-20,-0.006659183399753444,,0.012856745997549034
2001-08-21,0.010231601664097374,,0.01741239085715007
2001-08-22,0.0060036945780625895,,-0.00590204349503102
2001-08-23,-0.007455479758011376,,0.01020817659252385
2001-08-24,0.009997983561524518,,0.013579258126380854
2001-08-27,0.0002972759103871992,,0.0
2001-08-28,-0.010124829134899219,,0.019840406627112173
2001-08-29,-0.003544430993051319,,0.0022641519106384876
2001-08-30,-0.018584885755651356,,-0.016724069001011296
2001-08-31,-0.0006805544291217591,,0.01219062716040379
2001-09-03,-0.014753502193418751,,0.004910302595020524
2001-09-04,0.0036332787379889067,,-0.01060616002941125
2001-09-05,-0.016591287748087675,,0.0022822375824662236
2001-09-06,-0.015474579268365856,,0.024025179586989836
2001-09-07,-0.009126280316763706,,0.026717051138764256
2001-09-10,-0.01688570639994736,,-0.0087051692273309
2001-09-11,-0.03202081481426948,,0.05699649018659724
2001-09-12,-0.010890103883295964,,-0.03644411723327587
2001-09-13,0.012661551012679429,,0.002851035430839306
2001-09-14,-0.018165408749979642,,0.04624498590568119
2001-09-17,0.002266675721309345,,-0.036329890513484876
2001-09-18,-0.002911237371656893,,-0.039897474874399444
2001-09-19,-0.0036885210985374865,,-0.03545809040038069
2001-09-20,-0.03172056166424665,,-0.015314234973042481
2001-09-21,-0.03680949553525016,,-0.01869213301215252
2001-09-24,0.03385233341730449,,-0.14437160717738762
2001-09-25,0.016582307395741704,,0.016216571589245287
2001-09-26,0.004174297003691975,,0.02732651304537046
2001-09-27,0.006843109693023315,,-0.009172372671556883
2001-09-28,0.020807989342173584,,0.020413303832925663
2001-10-01,-0.007894533431669598,,-0.01603501312604304
2001-10-02,0.010260020614350525,,-0.03738753207162033
2001-10-03,0.001199085149574054,,-0.024329866599271374
2001-10-04,0.024701381087544654,,0.028854761197560867
2001-10-05,0.0012043754433041455,,-0.023756256526177185
2001-10-08,-0.0005390932582176091,,-0.002777779563902275
2001-10-09,-0.007686654833067793,,0.01426951715271528
2001-10-10,0.008450284536739123,,0.005923917984589855
2001-10-11,0.008637701688979553,,0.020239053771926866
2001-10-12,0.00409598127507128,,-0.03304215504195882
2001-10-15,-0.01498131939774802,,-0.002303617696892839
2001-10-16,0.008344697673894856,,0.0009220839749683388
2001-10-17,0.016931031353388803,,-0.03326612671387234
2001-10-18,-0.019164990230425106,,-0.017784655243727625
2001-10-19,-0.01507948986662297,,0.0347902610858197
2001-10-22,0.005334891803067504,,-0.014151179546243151
2001-10-23,0.018065284638224575,,-0.005239354685999601
2001-10-24,0.005344199588948225,,0.015166167471411189
2001-10-25,-0.008044839078380847,,-0.011828858056892834
2001-10-26,0.010618253266932129,,0.00047585059189593287
2001-10-29,-0.0097912961993405,,0.0037986750332157384
2001-10-30,-0.016272906334481967,,-0.009045527041478643
2001-10-31,0.0012910508508098787,,-0.026164283201827693
2001-11-01,0.010438498774762377,,-0.037513776101497406
2001-11-02,0.0007497389653135015,,0.007616183045308509
2001-11-05,0.012149201455332315,,-0.016832838150232395
2001-11-06,0.004213199067313335,,-0.01921637941996533
2001-11-07,0.001079027926942653,,0.013541873607911637
2001-11-08,0.011611110319575376,,0.04797688550274301
2001-11-09,-0.008057682690319472,,0.0528207268739167
2001-11-12,-0.016863538600421144,,-0.0474113210105353
2001-11-13,0.007841580876162501,,0.020389055819179186
2001-11-14,0.0016560232809027565,,-0.10423988798912313
2001-11-15,0.005275667413849963,,-0.058759695206922494
2001-11-16,0.008326297585263704,,0.003951458711927412
2001-11-19,0.006154238439820049,,0.014541643266439976
2001-11-20,-0.005581361540602586,,0.040266593228555074
2001-11-21,-0.005769773946345479,,-0.00106723596042267
2001-11-22,0.006914544120016516,,0.06059321527444943
2001-11-23,-0.00626018233931338,,-0.03165144254804697
2001-11-26,0.006416185875710008,,-0.04889390399005521
2001-11-27,-0.006651706792364338,,0.035316671924899935
2001-11-28,-0.010250744126539204,,-0.01750243564977267
2001-11-29,-0.00011458741930808785,,-0.015094626222485016
2001-11-30,0.012186992375324205,,0.03888639077982178
2001-12-03,-0.013501279034857112,,0.02934573513982062
2001-12-04,0.009286374044102088,,-0.021539294246991237
2001-12-05,0.023729780560894052,,-0.00363542337549131
2001-12-06,0.006647483591736743,,-0.04414436492591666
2001-12-07,-0.01096086001385515,,0.0342096426918284
2001-12-10,-0.018428715206692384,,-0.04624479889997822
2001-12-11,-0.0012850606927036893,,-0.01441266633545945
2001-12-12,0.003388294425073395,,0.01606237801012924
2001-12-13,-0.01644575851820251,,-0.022223136784710124
2001-12-14,-0.004690381785589686,,0.03206465962950145
2001-12-17,0.01389150707100379,,0.03632878129851509
2001-12-18,-0.00015807638635180173,,0.006276171229236204
2001-12-19,-0.007935849778003861,,0.015006749928816192
2001-12-20,-0.003787261780934644,,-0.017617035931946853
2001-12-21,0.0017845494754431192,,0.011951298396269378
2001-12-24,-0.00464112219813049,,-0.0010335918232826594
2001-12-25,-0.000802375073136736,,0.0
2001-12-26,-0.00041927412667003744,,0.0
2001-12-27,0.019106947700756244,,0.05041390059526569
2001-12-28,0.005621572255144564,,-0.001968504572672198
2001-12-31,0.005339087330109357,,-0.019901154317295024
2002-01-01,0.0,,0.0
2002-01-02,-0.00045899567358035395,,0.05380270599297641
2002-01-03,0.011309385437511981,,-0.016322974031930518
2002-01-04,0.004367099064024593,,0.07099151823072837
2002-01-07,-0.007601279505535734,,-0.006785821107969109
2002-01-08,-0.013085875071584742,,-0.000454029519717962
2002-01-09,-0.003025483485756494,,-0.052680555726059404
2002-01-10,-0.007344467720340501,,0.0189669033369136
2002-01-11,0.0009759400791325789,,-0.020404029332761683
2002-01-14,-0.01240615254954617,,-0.05316212337806022
2002-01-15,-0.0006497407940914692,,-0.004052690450623308
2002-01-16,-0.01363468016657877,,-0.017409553895511826
2002-01-17,0.005257152907468989,,-0.05031508660344443
2002-01-18,0.002277905312993867,,0.0021703752415496605
2002-01-21,-0.003526675795866999,,0.006483004878078312
2002-01-22,-0.006502577487566957,,0.009646377051805335
2002-01-23,0.003396355798975888,,0.0231955576031888
2002-01-24,0.0066956009909483576,,-0.0031315265674471556
2002-01-25,-0.011459171913691045,,0.012467693966743165
2002-01-28,0.006529448509010507,,0.014351860896365696
2002-01-29,-0.013886468328984632,,-0.02108589307770983
2002-01-30,-0.012398674683684108,,-0.023666631812186416
2002-01-31,0.010132488306969552,,0.020543256029918352
2002-02-01,-0.0022621646739131264,,0.04086370376511525
2002-02-04,-0.005064884412435401,,-0.008544912509947985
2002-02-05,-0.015546953063776785,,-0.012700196103788232
2002-02-06,-0.007874500377784668,,-0.012863568166248203
2002-02-07,0.010547848888112075,,-0.005192119659957652
2002-02-08,0.0034014430670282906,,0.026202372394023902
2002-02-11,0.013041392648237015,,0.08362498702811197
2002-02-12,0.003419276850320062,,-0.046786575679120854
2002-02-13,0.0039638013009326645,,0.011661939747842957
2002-02-14,0.008540738166109929,,0.005780362915499549
2002-02-15,-0.004529034272707981,,0.0023986579022866345
2002-02-18,-0.0063204887921706875,,-0.026215093448854244
2002-02-19,-0.01747397166472981,,0.00930239266231363
2002-02-20,-0.008327702100183387,,-0.03269236168554228
2002-02-21,0.012178625279995383,,0.02535557162168798
2002-02-22,-0.0018911307920347733,,0.0
2002-02-25,0.004878126183504469,,-0.019331457018307033
2002-02-26,0.001716025884708324,,0.04310167635221883
2002-02-27,0.011265271865055417,,-0.0004795013278158285
2002-02-28,0.0020669159786633417,,0.022760584238448518
2002-03-01,0.011548589837458182,,0.02591537905151254
2002-03-04,0.03114214930956472,,0.002281543312312696
2002-03-05,-0.003606124708553682,,0.03801038841050852
2002-03-06,0.0073295517753952395,,-0.003076249404642299
2002-03-07,0.019953809531329317,,0.025207766718704276
2002-03-08,0.0009613790147427782,,0.0012867254616835903
2002-03-11,-0.0005018436479631759,,0.023719875304379585
2002-03-12,-0.015355042498838074,,-0.00798491319663269
2002-03-13,-0.003938768147396408,,0.007984913196632634
2002-03-14,0.009624713374209472,,0.007090749208814485
2002-03-15,0.00830689642625844,,0.02016114369399692
2002-03-18,-0.0030033896007446294,,0.020960057929672333
2002-03-19,0.0078138697254272,,-0.00640258289611298
2002-03-20,-0.008583232047528514,,-0.010086831537890792
2002-03-21,-0.004877828455036762,,0.030353768025109785
2002-03-22,-0.004193853161927092,,-0.0023631361922828906
2002-03-25,-0.008240697914623474,,-0.00911077801352442
2002-03-26,-0.0006440887672511267,,0.007137223001531957
2002-03-27,0.0005744775458941051,,0.005123163914888878
2002-03-28,0.010146746103203933,,0.018692133012152546
2002-03-29,-0.004593104616258246,,0.0
2002-04-01,0.004420812615349688,,0.0
2002-04-02,-0.0005687743067354973,,0.06497245475253813
2002-04-03,0.0018000099597421354,,-0.014200129379114966
2002-04-04,-0.003680991040143432,,0.0014657386281163778
2002-04-05,-0.0021095230273814884,,-0.04954108683221474
2002-04-08,-0.013172299039350754,,0.03886548387865405
2002-04-09,-0.0009914412242644803,,-0.035408595473600674
2002-04-10,0.009879146946124441,,-0.0026876575978919295
2002-04-11,-0.01081006581264343,,-0.03800653322866251
2002-04-12,-0.002718672077520134,,-0.030409803217816604
2002-04-15,0.0091296802941001,,0.016738500619850487
2002-04-16,0.016210813858004904,,-0.004870139496042774
2002-04-17,0.008212404043562714,,0.03202835814835286
2002-04-18,-0.0002641411381095244,,0.01524956237803217
2002-04-19,-0.0018850950901831496,,0.0030995762901645267
2002-04-22,-0.0019570899457142183,,0.0015461928090080327
2002-04-23,-0.0015410170335513637,,0.004239744258035744
2002-04-24,-0.0012688398677672002,,-0.009273636785329102
2002-04-25,-0.00028313664105971575,,0.006577698314420157
2002-04-26,-0.004817006432686327,,0.009977058969047653
2002-04-29,-0.0012596850727868917,,0.018536562527802447
2002-04-30,0.002112953184319797,,-0.00790220480841315
2002-05-01,0.004452742178586255,,-0.022928020041072063
2002-05-02,-0.0033592106951663846,,-0.017154416763909563
2002-05-03,0.004533558617081972,,0.012505047675716875
2002-05-06,-0.001405951520526704,,0.0
2002-05-07,-0.013673462956001529,,-0.013291829777672478
2002-05-08,0.013227260389798422,,0.024106921674401253
2002-05-09,-0.0007727444832788069,,-0.0034635401181762207
2002-05-10,-0.004364319419016941,,0.016819968400870525
2002-05-13,0.0027482130232066985,,0.007552905995930672
2002-05-14,-0.0008865286959501951,,0.027093882200514296
2002-05-15,0.013623920941545282,,-0.04263921894355902
2002-05-16,0.0019178878568418326,,0.0019087617934991621
2002-05-17,0.00905586946252547,,0.00532523129875278
2002-05-20,-0.0028016761064342892,,0.0007584376548619582
2002-05-21,-0.0020072199162293894,,-0.030013795803651645
2002-05-22,-0.0007093935827133589,,-0.003913899321136329
2002-05-23,-0.004148189213354827,,-0.0043230564477933575
2002-05-24,0.0028124886174411222,,-0.008305367100386034
2002-05-27,-0.002948230233483752,,-0.009577088364310603
2002-05-28,0.00025450041705762173,,-0.007243492435495025
2002-05-29,-0.0010268814684636072,,0.014434893783602484
2002-05-30,-0.004553024983841618,,-0.04352934504822772
2002-05-31,-0.0007338259967169077,,0.016495219369110845
2002-06-03,0.000247513134395713,,0.0
2002-06-04,-0.012797014075844867,,0.0
2002-06-05,-0.010610156061910648,,-0.011104370734234353
2002-06-06,0.0018241570516287617,,0.0016528929382995943
2002-06-07,-0.011365552494559176,,-0.00954166127334298
2002-06-10,-0.000723480501995971,,-0.013851218301362446
2002-06-11,0.0047811381762337376,,-0.015332497978585852
2002-06-12,-0.014341253911088992,,0.008972501980323244
2002-06-13,-0.012183847515375636,,0.023124847994554512
2002-06-14,-0.0207527190377776,,0.037925034300328175
2002-06-17,0.01343775508811504,,0.009954292826151328
2002-06-18,0.0033382046438858357,,-0.01798969162591321
2002-06-19,-0.012346904553319282,,-0.00972849180656954
2002-06-20,-0.005304320693359348,,0.020960057929672333
2002-06-21,-4.608783420268447e-05,,-0.012846423155502735
2002-06-24,-0.010275125956457336,,0.020792432385403466
2002-06-25,0.011343817095906076,,-0.002773926882725208
2002-06-26,-0.004984687055710863,,0.0015860431556347797
2002-06-27,0.006383314420752627,,0.008285705323519327
2002-06-28,0.03209431552269008,,0.005095053154164953
2002-07-01,0.001397052180650754,,0.002342835901772667
2002-07-02,-0.022435873031786825,,0.004280995057275767
2002-07-03,-0.01962512879517606,,0.003489051804655885
2002-07-04,0.010489558283882646,,-0.01128636226468768
2002-07-05,0.025014218501023856,,0.007020309643939427
2002-07-08,0.008192054371073714,,-0.025586910528932968
2002-07-09,0.0014992041059898092,,0.0035820933825046557
2002-07-10,-0.029223252974118406,,0.02974779040334842
2002-07-11,-0.028852784759225147,,0.001156292285316322
2002-07-12,0.0022802459032097155,,0.01377221462122709
2002-07-15,-0.028213458243715274,,-0.009927534760417443
2002-07-16,-0.0022199495633138705,,0.008406621919710765
2002-07-17,0.019349515670889952,,0.006069821367075774
2002-07-18,0.014835434339146504,,-0.006069821367075834
2002-07-19,-0.03282343997222261,,0.005691534999788055
2002-07-22,-0.040839283409349836,,-0.038963462854889774
2002-07-23,-0.023071572057903694,,-0.015061719529410275
2002-07-24,-0.013952630730500494,,0.0115149177816861
2002-07-25,0.02670832289682422,,-0.002767347091238655
2002-07-26,-0.01257055459829675,,-0.009147011478662271
2002-07-29,0.03215131846783179,,-0.0011992805754821268
2002-07-30,0.009742154799575187,,0.02683665395355957
2002-07-31,-0.0025675476263348367,,-0.009389740349838919
2002-08-01,-0.028961654250364056,,-0.017046993582393664
2002-08-02,5.089084423919518e-05,,0.011923829667504895
2002-08-05,-0.022333613234525648,,-0.016733458177531968
2002-08-06,0.004237382490536152,,0.025388114873891875
2002-08-07,0.006322596375212907,,-0.022980409055864865
2002-08-08,0.02327947114740899,,0.0063923509719658895
2002-08-09,0.01806719467255465,,0.009118001723499277
2002-08-12,-0.013870317089204078,,0.02724964244737554
2002-08-13,0.006332169294308538,,0.004215373170563442
2002-08-14,-0.007184175821098178,,0.008756956778236732
2002-08-15,0.01793845834823586,,0.015795740227642418
2002-08-16,0.005902155553990328,,0.0074349784875179905
2002-08-19,0.008249600666363963,,0.009583560264057506
2002-08-20,-0.010700510199857544,,-0.005886698382731344
2002-08-21,0.010719932389709932,,0.011374182429039164
2002-08-22,0.009741089782074955,,-0.01433057778264169
2002-08-23,-0.008295196497147906,,-0.0011109055021395796
2002-08-26,-0.001543008006623926,,0.0
2002-08-27,0.01601236558545723,,0.008485570193406787
2002-08-28,-0.029033077401378445,,-0.00996869986831389
2002-08-29,-0.013222400003842446,,0.020929715710136743
2002-08-30,0.003543103122334362,,-0.0018185129579604475
2002-09-02,-0.01162158902870969,,0.0025449931933262775
2002-09-03,-0.025036417915502443,,-0.03585673352878662
2002-09-04,-0.005549627475506033,,0.019750968113933034
2002-09-05,-0.0010887317351966717,,0.020453598350956878
2002-09-06,0.013355791181555636,,0.022521059076863706
2002-09-09,-0.008192259616338937,,0.007044763196340982
2002-09-10,0.011993146977882521,,0.0031540239919044563
2002-09-11,0.012123080683211824,,-0.006670202016841486
2002-09-12,-0.020222446602686517,,-0.023522110857193145
2002-09-13,-0.01696273914315338,,0.02070023949612158
2002-09-16,-0.00836904052580409,,0.007390496422287043
2002-09-17,-0.0019949446923607176,,-0.019473088332226822
2002-09-18,-0.019761844145574387,,0.01243576161165071
2002-09-19,-0.004081902777964803,,0.002116402906377472
2002-09-20,-0.007494332893297947,,0.0017602539310117974
2002-09-23,-0.024433447484807205,,0.024323645308434734
2002-09-24,-0.015389682026177687,,-0.0006868132138113812
2002-09-25,0.004968124881417624,,-0.0017190996153950559
2002-09-26,0.03344763699255534,,-0.0058671436639928945
2002-09-27,0.00474874005419329,,-0.00034620045351846097
2002-09-30,-0.02560983378717922,,-0.0045115467812659625
2002-10-01,0.0014147503988898012,,0.009002830889953345
2002-10-02,0.016056175937539705,,-0.006571007561936666
2002-10-03,-0.01007401573601489,,-0.01962221331499463
2002-10-04,-0.015882732741496104,,-0.0049663103139173
2002-10-07,-0.019664352260168143,,0.0039041753229337225
2002-10-08,-0.013250271766473205,,-0.004971601149245701
2002-10-09,-0.003771612642763315,,0.0014229813856132434
2002-10-10,0.01145692460477544,,-0.013961207615079982
2002-10-11,0.037009406714011206,,0.0089718886406767
2002-10-14,-0.005660371448082115,,0.01805678374724266
2002-10-15,0.04462421686055157,,0.0
2002-10-16,-0.00903866345086761,,0.0028030852271163373
2002-10-17,0.016406434181967876,,-0.021574665287852957
2002-10-18,-0.002028172102267862,,-0.004658671747649431
2002-10-21,0.0012641085204785339,,-0.045938630211290486
2002-10-22,-0.010887423821233243,,-0.006035476638730619
2002-10-23,-0.01870853528332071,,0.0030222916847364133
2002-10-24,0.014600384193393144,,-0.0018878616141245492
2002-10-25,0.0018733452217503505,,-0.03852556555754919
2002-10-28,0.012867412041909554,,0.008603885692500023
2002-10-29,-0.02792060906497856,,-0.014512904264727783
2002-10-30,0.016826409096317337,,-0.00039517882355808733
2002-10-31,0.014158320901833261,,0.016464503635943994
2002-11-01,-0.003563326993491707,,-0.012126102037345866
2002-11-04,0.024006737062588542,,-0.015467292293307712
2002-11-05,0.01155998786835017,,-0.036634133179780384
2002-11-06,-0.00944632599249036,,-0.01756632371789928
2002-11-07,-0.0055319002935595805,,-0.009326053181189778
2002-11-08,-0.007406319273876029,,0.004249900149329117
2002-11-11,-0.012205243473749438,,0.008866429205641546
2002-11-12,0.008865465541636836,,-0.002946750185341651
2002-11-13,-0.008769946955239204,,-0.04395364964216773
2002-11-14,0.0073487370033689945,,0.004834111808939643
2002-11-15,0.011344771724241531,,0.02339794781860988
2002-11-18,0.0029330414386888027,,0.03905598207639127
2002-11-19,-0.003349773225727297,,-0.008271345750677306
2002-11-20,-0.005265754543088536,,0.018515237829777834
2002-11-21,0.024503269488991713,,0.012155741249677242
2002-11-22,0.0032656755798128817,,0.01518814167975324
2002-11-25,-0.0063882306244893525,,-0.021652810658563063
2002-11-26,-0.014532302164140119,,0.0072698220013724165
2002-11-27,0.01319840771339188,,0.015968403178730984
2002-11-28,0.014616358304794862,,-0.009550410831841044
2002-11-29,-0.0019243825127845046,,0.005979686942712038
2002-12-02,-0.003595336034876062,,0.018117864636348395
2002-12-03,-0.013542097694478537,,0.00893730448585007
2002-12-04,-0.007235120188464249,,-0.026260572338237097
2002-12-05,-0.010316582222587457,,0.024324463311370694
2002-12-06,0.0029659462195607373,,-0.013265898798311257
2002-12-09,-0.016374782959280857,,0.011714308106892345
2002-12-10,0.0023163161820112456,,0.025298397858026428
2002-12-11,0.005883490337227273,,-0.006455310056546581
2002-12-12,-0.004568342617813214,,0.023344433589767136
2002-12-13,-0.005345588813415768,,0.012574130167755127
2002-12-16,0.014902522767498448,,0.04210011893674161
2002-12-17,-0.0013551916938617,,-0.016341393837724764
2002-12-18,-0.020411906167152397,,0.02020987061564508
2002-12-19,-0.0004721992768650253,,-0.009522202085148972
