,BCOM,US_2Y_TREAS,EM_AGG_USD,US_BOND_TR,HY_TR,IG_CORP_TR,SKEW,VIX,VVIX,MOVE,PUT_CALL,CDX_HY_5Y,CDX_IG_5Y,HY_OAS,MSCI_EAFE,SPY_EPS,SPY_PE,IGOV,OIL,UNEMP,ECO_SURPRISE,FCI
1990-01-02,94.2766,7.875,,397.08,453.66,453.66,126.09,,,91.73,,,,,1043.26,337.93,,,20.51,,,
1990-01-03,95.5969,7.927,,396.36,452.75,452.75,123.34,,,93.21,,,,,1044.8,335.06,,,21.69,,,-1.963
1990-01-04,94.8401,7.91,,396.88,452.98,452.98,122.62,,,95.09,,,,,1054.33,335.07,,,21.51,,,-0.145
1990-01-05,94.0473,7.885,,396.72,452.57,452.57,121.27,,,85.28,,,,,1046.18,340.36,,,22.0,,,-0.18
1990-01-08,92.5591,7.893,,396.72,452.61,452.61,124.12,,,86.91,,,,,1047.86,341.2,,,20.52,,,-0.438
1990-01-09,92.9046,7.893,,396.8,452.61,452.61,119.82,,,83.53,,,,,1040.82,338.48,,,20.14,,,-0.376
1990-01-10,94.1429,7.876,,396.92,452.52,452.52,120.82,,,84.53,,,,,1035.08,337.62,,,19.88,,,-0.466
1990-01-11,94.8228,7.92,,396.96,452.61,452.61,107.48,,,82.86,,,,,1037.13,332.61,,,20.27,,,-0.558
1990-01-12,94.2783,7.938,,396.32,451.39,451.39,116.78,,,87.31,,,,,1028.91,334.81,,,20.05,,,-0.134
1990-01-15,93.258,7.947,,396.6,451.8,451.8,116.16,,,87.31,,,,,1023.8,338.15,,,19.53,,,-0.615
1990-01-16,92.9647,8.098,,395.01,450.93,450.93,120.62,,,95.37,,,,,1001.73,336.57,,,19.58,,,-0.852
1990-01-17,92.4892,8.054,,395.13,451.11,451.11,123.03,,,93.84,,,,,1003.17,339.1,,,19.2,,,-0.565
1990-01-18,92.5756,8.232,,393.03,448.3,448.3,131.14,,,101.9,,,,,991.37,339.55,,,19.47,,,-0.437
1990-01-19,92.7901,8.162,,393.98,449.8,449.8,129.31,,,95.76,,,,,990.08,337.99,,,19.92,,,-0.063
1990-01-22,92.3236,8.136,,394.14,449.89,449.89,118.95,,,101.65,,,,,993.39,340.54,,,19.66,,,-0.073
1990-01-23,92.1362,8.235,,394.54,450.48,450.48,117.94,,,102.77,,,,,993.14,340.58,,,19.21,,,-0.411
1990-01-24,91.9569,8.235,,392.95,447.98,447.98,128.75,,,109.14,,,,,988.43,341.61,,,19.29,,,-0.219
1990-01-25,92.4413,8.246,,392.31,447.03,447.03,124.33,,,109.73,,,,,994.56,339.35,,,19.73,,,-0.321
1990-01-26,92.8145,8.263,,390.88,445.08,445.08,122.76,,,110.08,,,,,999.61,339.59,,,19.86,,,-0.266
1990-01-29,93.0373,8.324,,391.28,445.58,445.58,124.6,,,108.34,,,,,1014.05,341.91,,,20.05,,,-0.268
1990-01-30,92.3978,8.28,,390.76,444.9,444.9,120.91,,,112.71,,,,,1012.77,343.97,,,19.87,,,-0.131
1990-01-31,92.5128,8.254,,392.48,448.15,448.15,128.22,,,105.5,,,,,1007.8,345.61,,,20.06,,,-0.189
1990-02-01,92.5849,8.28,,393.02,448.88,448.88,129.53,,,105.39,,,,,1012.8,345.77,,,19.93,,,-0.396
1990-02-02,93.3383,8.341,,392.0,447.22,447.22,132.53,,,103.31,,,,,1015.48,343.6,,,20.19,,,-0.344
1990-02-05,92.6471,8.359,,391.84,446.91,446.91,121.22,,,98.51,,,,,1018.04,345.99,,,19.78,,,-0.165
1990-02-06,92.6793,8.402,,391.29,446.06,446.06,120.3,,,99.43,,,,,1022.39,350.63,,,19.88,,,-0.148
1990-02-07,92.7112,8.385,,391.49,446.19,446.19,123.35,,,107.67,,,,,1011.66,351.41,,,19.69,,,-0.108
1990-02-08,92.5121,8.315,,392.2,447.04,447.04,124.87,,,104.47,,,,,1011.7,349.58,,,19.48,,,-0.115
1990-02-09,92.4499,8.218,,394.24,451.08,451.08,126.06,,,105.65,,,,,1003.93,348.55,,,19.6,,,-0.145
1990-02-12,93.0139,8.28,,393.65,450.45,450.45,126.99,,,104.26,,,,,1003.14,347.59,,,19.33,,,-0.357
1990-02-13,93.2409,8.192,,395.22,451.62,451.62,133.06,,,106.11,,,,,997.51,348.69,,,19.4,,,-0.323
1990-02-14,93.5918,8.262,,395.26,451.62,451.62,131.55,,,102.26,,,,,1000.33,348.56,,,19.49,,,-0.738
1990-02-15,94.1112,8.324,,393.77,449.82,449.82,139.07,,,100.59,,,,,1005.41,351.73,,,19.84,,,-0.404
1990-02-16,94.0561,8.324,,394.16,450.09,450.09,136.61,,,94.63,,,,,1009.08,352.75,,,19.71,,,0.099
1990-02-20,94.0201,8.493,,391.14,446.24,446.24,126.47,,,109.0,,,,,988.83,350.93,,,19.59,,,-0.099
1990-02-21,94.0189,8.485,,391.29,446.28,446.28,129.17,,,110.89,,,,,967.91,350.06,,,19.39,,,0.05
1990-02-22,94.3058,8.431,,392.9,448.21,448.21,124.8,,,110.03,,,,,966.55,343.69,,,19.3,,,-0.231
1990-02-23,94.0957,8.413,,392.98,448.34,448.34,125.82,,,107.16,,,,,943.3,342.46,,,19.19,,,-0.141
1990-02-26,94.0966,8.362,,394.47,450.41,450.41,130.69,,,111.62,,,,,911.56,342.84,,,19.58,,,-0.322
1990-02-27,93.5731,8.336,,395.34,451.75,451.75,131.45,,,107.3,,,,,924.21,344.78,,,19.41,,,-0.304
1990-02-28,93.8641,8.422,,393.75,449.45,449.45,123.1,,,105.72,,,,,936.39,347.42,,,19.48,,,-0.213
1990-03-01,93.4207,8.517,,392.47,448.12,448.12,123.96,,,108.82,,,,,920.62,346.81,,,19.24,,,-0.074
1990-03-02,94.2312,8.481,,393.29,448.93,448.93,126.44,,,106.51,,,,,922.93,348.81,,,19.28,,,0.061
1990-03-05,95.2939,8.559,,391.64,446.72,446.72,124.24,,,106.45,,,,,922.81,350.67,,,19.43,,,-0.155
1990-03-06,94.8959,8.515,,392.74,448.16,448.16,124.86,,,106.34,,,,,919.02,353.4,,,19.33,,,-0.013
1990-03-07,94.4478,8.533,,393.06,448.75,448.75,121.08,,,106.23,,,,,912.96,359.69,,,19.13,,,0.093
1990-03-08,94.6423,8.585,,393.33,449.15,449.15,124.46,,,107.16,,,,,918.79,358.76,,,18.86,,,0.352
1990-03-09,93.9087,8.69,,392.03,447.04,447.04,125.6,,,106.44,,,,,915.47,355.67,,,18.88,,,0.313
1990-03-12,93.424,8.69,,392.43,447.8,447.8,129.69,,,105.3,,,,,902.24,352.2,,,18.62,,,0.305
1990-03-13,93.2581,8.744,,391.01,445.96,445.96,128.07,,,109.46,,,,,887.46,353.79,,,18.6,,,0.319
1990-03-14,93.2438,8.673,,392.66,448.03,448.03,131.82,,,107.1,,,,,882.0,349.62,,,18.52,,,0.323
1990-03-15,94.4687,8.708,,392.55,448.16,448.16,133.02,,,103.56,,,,,882.91,347.31,,,18.74,,,0.184
1990-03-16,93.9531,8.637,,394.0,449.82,449.82,136.73,,,101.57,,,,,888.22,348.53,,,18.56,,,0.269
1990-03-19,93.7245,8.673,,394.32,450.32,450.32,138.69,,,103.04,,,,,866.65,339.93,,,18.2,,,0.14
1990-03-20,93.3029,8.646,,395.38,451.94,451.94,134.2,,,103.03,,,,,854.71,337.0,,,18.05,,,0.259
1990-03-21,93.6667,8.699,,395.03,451.53,451.53,132.58,,,101.37,,,,,849.73,340.75,,,18.17,,,0.342
1990-03-22,93.7311,8.61,,395.34,451.71,451.71,129.8,,,106.6,,,,,827.92,337.4,,,18.16,,,0.371
1990-03-23,93.9472,8.601,,395.74,452.21,452.21,130.76,,,105.88,,,,,843.57,338.19,,,18.4,,,0.007
1990-03-26,93.2761,8.601,,396.44,452.88,452.88,129.9,,,105.56,,,,,863.07,339.15,,,18.46,,,0.141
1990-03-27,93.1102,8.628,,396.13,452.57,452.57,135.33,,,103.5,,,,,861.5,330.38,,,18.46,,,0.151
1990-03-28,92.9986,8.561,,396.56,453.06,453.06,133.51,,,98.67,,,,,848.69,331.61,,,18.32,,,-0.3
1990-03-29,93.4348,8.631,,395.07,451.22,451.22,131.2,,,102.21,,,,,851.98,330.26,,,18.33,,,0.004
1990-03-30,94.153,8.622,,394.04,449.86,449.86,111.33,,,103.89,,,,,837.74,326.08,,,18.38,,,0.208
1990-04-02,94.255,8.604,,394.48,450.0,450.0,126.46,,,104.48,,,,,796.54,325.8,,,18.62,,,-0.139
1990-04-03,94.9318,8.596,,394.87,450.63,450.63,117.63,,,100.64,,,,,817.63,325.2,,,18.48,,,-0.538
1990-04-04,94.5142,8.517,,396.6,453.02,453.02,114.13,,,107.26,,,,,816.81,322.98,,,18.09,,,-0.126
1990-04-05,94.1931,8.543,,396.52,452.88,452.88,114.42,,,103.72,,,,,821.58,329.08,,,17.65,,,-0.587
1990-04-06,94.1479,8.507,,396.72,453.06,453.06,114.91,,,100.77,,,,,839.28,328.79,,,17.43,,,-0.365
1990-04-09,92.9817,8.533,,396.45,452.66,452.66,117.6,,,98.98,,,,,855.65,330.92,,,16.79,,,-0.425
1990-04-10,92.7915,8.551,,396.45,452.57,452.57,119.09,,,100.48,,,,,839.28,331.85,,,16.35,,,-0.332
1990-04-11,93.0505,8.533,,396.52,452.84,452.84,108.87,,,99.17,,,,,840.86,329.66,,,16.84,,,-0.327
1990-04-12,92.5898,8.567,,396.05,451.76,451.76,121.52,,,98.78,,,,,842.64,333.75,,,16.82,,,-0.05
1990-04-16,93.0628,8.576,,395.97,451.4,451.4,126.05,,,99.05,,,,,828.03,333.62,,,16.82,,,-0.253
1990-04-17,92.995,8.674,,394.32,449.37,449.37,131.24,,,99.94,,,,,827.76,330.08,,,16.7,,,-0.197
1990-04-18,92.4836,8.781,,391.99,446.94,446.94,122.74,,,101.29,,,,,838.43,331.02,,,16.4,,,-0.158
1990-04-19,93.7349,8.781,,391.91,446.9,446.9,120.77,,,101.37,,,,,851.81,332.01,,,17.01,,,-0.275
1990-04-20,93.5605,8.808,,391.52,445.37,445.37,120.88,,,102.13,,,,,850.85,334.89,,,17.21,,,-0.308
1990-04-23,93.9608,8.853,,391.09,445.1,445.1,120.03,,,106.32,,,,,841.18,332.72,,,17.55,,,-0.564
1990-04-24,93.5769,8.898,,390.69,444.56,444.56,124.56,,,105.36,,,,,833.27,327.99,,,17.48,,,-0.46
1990-04-25,93.41,8.953,,390.61,444.65,444.65,127.03,,,104.23,,,,,834.56,327.67,,,17.21,,,-0.386
1990-04-26,93.7875,9.032,,389.47,442.99,442.99,124.51,,,109.41,,,,,834.4,325.7,,,17.09,,,-0.266
1990-04-27,94.1229,8.944,,389.71,443.3,443.3,118.84,,,106.59,,,,,830.91,324.15,,,17.08,,,-0.067
1990-04-30,93.9716,8.944,,390.43,445.17,445.17,110.49,,,104.63,,,,,830.0,328.67,,,17.12,,,-0.219
1990-05-01,94.7125,9.014,,390.1,445.1,445.1,111.99,,,106.19,,,,,833.57,330.26,,,17.25,,,-0.429
1990-05-02,94.7257,9.014,,390.22,445.23,445.23,128.49,,,106.92,,,,,845.35,331.89,,,17.19,,,-0.136
1990-05-03,93.7389,8.944,,391.12,445.37,445.37,114.27,,,106.81,,,,,849.12,332.74,,,16.54,,,0.082
1990-05-04,93.5235,8.706,,394.91,450.49,450.49,116.35,,,108.46,,,,,852.78,335.54,,,16.33,,,0.086
1990-05-07,94.2928,8.715,,394.44,450.09,450.09,117.22,,,104.55,,,,,870.67,333.74,,,16.33,,,-0.212
1990-05-08,94.093,8.697,,395.22,451.11,451.11,117.83,,,105.61,,,,,871.61,337.93,,,16.7,,,-0.043
1990-05-09,95.6297,8.714,,393.97,449.33,449.33,117.27,,,109.61,,,,,876.26,336.95,,,17.33,,,-0.122
1990-05-10,95.7174,8.669,,395.61,451.2,451.2,119.5,,,107.67,,,,,874.75,340.27,,,17.22,,,-0.092
1990-05-11,94.8043,8.527,,398.7,455.43,455.43,119.51,,,105.45,,,,,896.54,337.93,,,17.6,,,-0.09
1990-05-14,95.4002,8.5,,399.91,457.43,457.43,123.12,,,107.87,,,,,907.84,338.67,,,18.1,,,-0.512
1990-05-15,95.0129,8.517,,399.24,456.45,456.45,125.1,,,107.45,,,,,913.94,336.0,,,17.91,,,-0.535
1990-05-16,94.9453,8.516,,398.93,456.05,456.05,125.7,,,104.42,,,,,909.22,336.87,,,17.76,,,-0.416
1990-05-17,95.3426,8.533,,398.81,455.79,455.79,121.95,,,101.79,,,,,911.96,338.07,,,17.77,,,-0.338
1990-05-18,95.2665,8.602,,398.03,454.76,454.76,124.68,,,100.61,,,,,907.16,341.91,,,17.69,,,-0.385
1990-05-21,94.4212,8.584,,398.42,455.25,455.25,127.35,,,94.82,,,,,899.74,343.53,,,17.41,,,-0.099
1990-05-22,94.7218,8.539,,400.1,457.39,457.39,124.88,,,95.16,,,,,911.6,341.57,,,17.23,,,0.054
1990-05-23,93.3361,8.476,,400.84,458.19,458.19,118.8,,,95.14,,,,,916.37,339.74,,,16.75,,,-0.141
1990-05-24,93.7562,8.509,,400.96,458.19,458.19,117.3,,,94.0,,,,,913.0,335.69,,,16.61,,,-0.308
1990-05-25,93.7476,8.526,,399.91,456.63,456.63,111.93,,,93.62,,,,,922.57,337.22,,,16.52,,,-0.203
1990-05-29,93.473,8.491,,400.88,458.15,458.15,122.18,,,92.77,,,,,923.07,341.5,,,16.65,,,-0.018
1990-05-30,93.1189,8.465,,401.7,459.17,459.17,119.88,,,94.45,,,,,927.79,342.0,,,16.75,,,-0.192
1990-05-31,92.0547,8.482,,401.99,459.57,459.57,120.21,,,94.7,,,,,923.6,340.79,,,16.24,,,-0.088
1990-06-01,91.5658,8.325,,405.03,463.66,463.66,119.33,,,97.12,,,,,928.77,339.94,,,16.37,,,0.373
1990-06-04,90.7974,8.299,,405.87,464.67,464.67,122.78,,,93.49,,,,,919.15,338.7,,,16.1,,,0.024
1990-06-05,90.8518,8.324,,404.83,463.43,463.43,121.22,,,92.72,,,,,921.61,343.64,,,15.76,,,0.142
1990-06-06,90.8765,8.332,,405.03,463.66,463.66,121.45,,,96.01,,,,,919.99,341.09,,,15.61,,,0.131
1990-06-07,90.892,8.314,,405.47,464.17,464.17,123.99,,,96.24,,,,,921.47,340.73,,,15.61,,,0.235
1990-06-08,90.5552,8.331,,405.39,464.12,464.12,122.13,,,91.83,,,,,911.76,340.08,,,15.65,,,0.196
1990-06-11,90.5606,8.348,,405.43,464.12,464.12,132.14,,,95.2,,,,,901.35,341.37,,,15.55,,,0.257
1990-06-12,91.4721,8.365,,405.43,464.17,464.17,132.61,,,96.26,,,,,902.4,342.07,,,16.5,,,0.397
1990-06-13,91.2615,8.25,,407.08,466.19,466.19,131.51,,,97.84,,,,,903.92,341.92,,,16.49,,,0.289
1990-06-14,90.0694,8.223,,407.72,466.97,466.97,132.45,,,95.23,,,,,910.23,344.34,,,16.32,,,0.128
1990-06-15,89.7551,8.319,,406.23,464.81,464.81,138.31,,,94.28,,,,,903.92,,,,16.11,,,0.096
1990-06-18,89.966,8.362,,405.75,464.17,464.17,133.31,,,94.28,,,,,902.92,344.74,,,15.67,,,0.23
1990-06-19,89.782,8.38,,405.43,464.07,464.07,136.21,,,94.9,,,,,899.37,344.68,,,15.63,,,0.073
1990-06-20,89.6638,8.406,,404.79,463.06,463.06,139.12,,,90.84,,,,,902.92,340.72,,,15.61,,,0.439
1990-06-21,89.7758,8.379,,405.43,463.94,463.94,142.57,,,92.67,,,,,900.89,338.09,,,15.83,,,0.589
1990-06-22,89.995,8.36,,405.67,464.21,464.21,139.62,,,91.53,,,,,899.53,335.12,,,16.17,,,0.521
1990-06-25,90.5495,8.449,,404.75,462.92,462.92,106.8,,,92.06,,,,,891.48,331.05,,,16.2,,,0.116
1990-06-26,90.1438,8.413,,405.43,463.84,463.84,104.65,,,91.79,,,,,897.28,330.36,,,16.02,,,0.523
1990-06-27,89.8997,8.358,,406.32,465.13,465.13,106.54,,,92.74,,,,,910.82,332.03,,,15.71,,,0.49
1990-06-28,90.8436,8.28,,407.32,466.23,466.23,107.42,,,94.55,,,,,909.5,332.92,,,16.21,,,0.444
1990-06-29,91.2558,8.22,,408.44,467.42,467.42,107.31,,,96.98,,,,,914.3,329.11,,,16.14,,,0.31
1990-07-02,91.7821,8.228,,408.69,467.66,467.66,108.16,,,99.7,,,,,919.06,330.8,,,15.87,,,0.426
1990-07-03,91.987,8.184,,409.26,468.36,468.36,107.62,,,96.49,,,,,921.04,332.25,,,15.97,,,0.448
1990-07-05,91.087,8.209,,408.98,467.99,467.99,105.08,,,100.97,,,,,924.56,335.57,,,15.89,,,0.398
1990-07-06,90.4948,8.321,,407.38,465.75,465.75,107.27,,,97.03,,,,,924.21,338.39,,,15.86,,,0.259
1990-07-09,90.3081,8.373,,406.77,465.0,465.0,106.5,,,98.56,,,,,927.04,340.53,,,15.9,,,0.472
1990-07-10,90.4839,8.382,,406.52,464.53,464.53,105.19,,,97.83,,,,,926.68,342.01,,,16.07,,,0.45
1990-07-11,90.9732,8.382,,407.1,465.14,465.14,107.84,,,96.94,,,,,930.7,342.86,,,16.81,,,0.55
1990-07-12,92.4431,8.215,,408.77,467.15,467.15,109.71,,,100.4,,,,,930.38,343.82,,,17.72,,,0.546
1990-07-13,93.0776,8.117,,409.87,468.36,468.36,109.33,,,97.45,,,,,943.58,352.0,,,17.82,,,0.483
1990-07-16,93.3127,8.143,,410.41,469.16,469.16,108.65,,,95.95,,,,,951.12,354.75,,,18.42,,,0.419
1990-07-17,92.8447,8.116,,410.69,469.3,469.3,107.65,,,94.14,,,,,951.46,354.28,,,18.19,,,0.463
1990-07-18,92.5452,8.124,,409.59,467.85,467.85,133.75,,,95.95,,,,,954.34,354.0,,,18.36,,,0.432
1990-07-19,92.55,8.106,,409.55,467.62,467.62,137.94,,,94.16,,,,,950.96,354.47,,,18.59,,,0.223
1990-07-20,92.4124,8.069,,410.45,468.5,468.5,109.71,,,95.13,,,,,941.39,354.64,,,18.73,,,0.313
1990-07-23,93.1339,8.068,,410.77,468.88,468.88,127.13,,,99.72,,,,,931.66,358.0,,,19.22,,,0.548
1990-07-24,93.2549,8.112,,409.92,467.76,467.76,127.61,,,100.44,,,,,926.21,358.43,,,19.42,,,-0.199
1990-07-25,93.4727,8.085,,410.65,468.46,468.46,130.85,,,99.07,,,,,924.46,359.29,,,19.18,,,0.123
1990-07-26,93.9671,8.095,,411.02,468.83,468.83,131.0,,,97.05,,,,,913.73,358.41,,,19.26,,,0.209
1990-07-27,93.6522,7.991,,412.33,470.42,470.42,127.62,,,98.12,,,,,907.26,354.58,,,19.22,,,0.24
1990-07-30,93.6269,7.931,,414.37,472.9,472.9,132.44,,,97.51,,,,,908.0,,,,19.5,,,0.012
1990-07-31,94.3244,7.879,,414.09,472.71,472.71,132.07,,,99.29,,,,,925.96,360.65,,,19.84,,,0.239
1990-08-01,94.974,7.836,,415.45,474.46,474.46,131.01,,,103.74,,,,,922.92,360.86,,,20.8,,,0.268
1990-08-02,96.5449,7.861,,413.96,472.1,472.1,110.08,,,109.04,,,,,896.76,361.23,,,21.95,,,-0.037
1990-08-03,97.5029,7.799,,413.63,471.29,471.29,119.6,,,111.95,,,,,883.04,363.16,,,23.48,,,0.143
1990-08-06,102.4077,7.868,,409.03,465.15,465.15,114.65,,,114.46,,,,,857.88,367.4,,,26.78,,,-0.777
1990-08-07,102.7283,7.955,,407.99,463.92,463.92,119.09,,,115.47,,,,,852.43,366.64,,,27.4,,,-1.162
1990-08-08,100.2274,7.98,,407.95,463.68,463.68,125.19,,,115.36,,,,,852.1,364.96,,,24.98,,,-0.742
1990-08-09,100.225,7.963,,409.65,465.05,465.05,128.9,,,114.46,,,,,849.51,363.15,,,24.75,,,-0.316
1990-08-10,101.7082,7.944,,409.61,465.67,465.67,123.01,,,114.75,,,,,844.0,358.71,,,25.47,,,-0.107
1990-08-13,102.3104,7.918,,409.9,466.0,466.0,119.34,,,119.12,,,,,830.46,361.63,,,25.16,,,-0.258
1990-08-14,102.2577,7.926,,410.48,466.23,466.23,120.52,,,118.91,,,,,838.52,366.25,,,25.24,,,-0.064
1990-08-15,102.2958,7.926,,410.77,467.51,467.51,120.04,,,115.87,,,,,869.88,364.9,,,25.25,,,-0.059
1990-08-16,103.4804,8.093,,408.49,464.53,464.53,117.18,,,120.45,,,,,858.6,362.9,,,26.0,,,-0.04
1990-08-17,104.7482,8.075,,407.83,463.82,463.82,117.36,,,122.51,,,,,843.0,362.91,,,27.12,,,0.052
1990-08-20,105.793,8.155,,408.45,464.39,464.39,118.36,,,123.46,,,,,836.52,356.88,,,27.38,,,-0.457
1990-08-21,106.3237,8.172,,408.03,463.87,463.87,114.52,,,125.43,,,,,822.81,358.47,,,27.63,,,-0.222
1990-08-22,108.3672,8.244,,406.58,462.12,462.12,112.49,,,126.67,,,,,811.93,359.1,,,30.19,,,-0.347
1990-08-23,111.0258,8.253,,405.43,460.28,460.28,110.92,,,133.35,,,,,783.61,360.47,,,30.85,,,-0.393
1990-08-24,110.349,8.271,,404.6,459.24,459.24,113.42,,,136.22,,,,,793.83,355.43,,,30.1,,,-1.038
1990-08-27,106.38,8.172,,407.41,462.93,462.93,117.69,,,122.49,,,,,821.43,352.31,,,30.1,,,-0.926
1990-08-28,104.4038,8.217,,406.79,462.12,462.12,117.9,,,117.57,,,,,837.34,352.06,,,26.68,,,-0.578
1990-08-29,101.6301,8.116,,408.78,464.63,464.63,118.63,,,116.09,,,,,825.02,355.14,,,24.8,,,-0.355
1990-08-30,102.7423,8.09,,408.57,464.3,464.3,116.74,,,117.86,,,,,835.32,357.63,,,25.9,,,-0.324
1990-08-31,102.7423,8.063,,408.56,465.18,465.18,119.48,,,115.73,,,,,834.82,358.02,,,26.75,,,-0.454
1990-09-04,104.8473,8.063,,408.16,464.54,464.54,119.92,,,113.4,,,,,812.38,360.16,,,29.2,,,-0.903
1990-09-05,106.1633,8.019,,409.31,465.99,465.99,119.88,,,114.04,,,,,809.4,,,,29.89,,,-0.827
1990-09-06,108.5239,8.019,,409.6,466.26,466.26,116.98,,,113.34,,,,,806.21,355.68,,,30.93,,,-0.807
1990-09-07,106.8546,7.983,,410.41,467.33,467.33,117.82,,,112.56,,,,,806.99,358.42,,,30.25,,,-0.957
1990-09-10,107.8113,8.052,,409.88,466.64,466.64,118.77,,,112.12,,,,,825.29,359.52,,,29.1,,,-0.853
1990-09-11,107.2562,8.035,,410.17,466.96,466.96,119.16,,,109.67,,,,,810.61,356.49,,,28.5,,,-0.775
1990-09-12,107.4966,8.017,,410.58,467.38,467.38,118.28,,,109.53,,,,,831.43,361.23,,,28.76,,,-0.916
1990-09-13,107.1282,7.999,,410.86,467.61,467.61,116.91,,,109.07,,,,,824.61,365.44,,,29.65,,,-0.926
1990-09-14,107.4949,8.007,,410.09,466.36,466.36,119.03,,,108.06,,,,,824.89,367.31,,,30.72,,,-1.051
1990-09-17,108.8572,8.015,,409.76,465.99,465.99,116.8,,,111.24,,,,,814.36,368.95,,,33.0,,,-1.104
1990-09-18,109.0556,8.023,,410.0,466.4,466.4,117.49,,,110.2,,,,,802.66,367.52,,,32.65,,,-0.98
1990-09-19,108.6138,8.058,,410.21,466.78,466.78,116.48,,,109.35,,,,,788.9,364.22,,,33.0,,,-0.989
1990-09-20,109.2854,8.058,,409.8,466.12,466.12,115.88,,,107.38,,,,,774.91,365.32,,,33.15,,,-1.052
1990-09-21,111.4325,8.102,,408.7,464.54,464.54,118.22,,,112.28,,,,,772.22,361.61,,,34.76,,,-1.078
1990-09-24,114.5684,8.181,,408.0,463.85,463.85,111.3,,,117.05,,,,,772.14,355.31,,,37.68,,,-1.302
1990-09-25,114.3554,8.19,,408.45,464.45,464.45,115.72,,,114.68,,,,,753.74,355.79,,,37.1,,,-1.488
1990-09-26,115.3978,8.16,,408.53,464.68,464.68,114.76,,,113.29,,,,,735.55,357.09,,,37.95,,,-1.488
1990-09-27,116.627,8.022,,410.41,467.06,467.06,112.85,,,115.68,,,,,730.28,355.91,,,38.47,,,-1.361
1990-09-28,116.2546,7.987,,411.94,467.31,467.31,113.24,,,113.06,,,,,717.24,353.44,,,39.1,,,-1.513
1990-10-01,112.3372,7.944,,413.86,470.0,470.0,116.56,,,113.85,,,,,723.37,355.55,,,37.05,,,-1.924
1990-10-02,109.0702,7.9,,414.31,470.42,470.42,116.81,,,112.4,,,,,769.88,356.15,,,33.83,,,-1.566
1990-10-03,113.4627,7.908,,414.48,470.47,470.47,115.6,,,113.28,,,,,771.43,355.52,,,36.62,,,-1.448
1990-10-04,112.9115,7.839,,415.1,471.4,471.4,116.16,,,113.18,,,,,769.66,351.48,,,35.92,,,-1.471
1990-10-05,114.1838,7.793,,415.67,472.29,472.29,117.23,,,114.08,,,,,784.77,344.86,,,37.35,,,-1.685
1990-10-08,115.4955,7.801,,415.67,472.29,472.29,116.49,,,114.08,,,,,815.18,334.43,,,38.32,,,-1.878
1990-10-09,116.5677,7.897,,412.54,468.22,468.22,112.8,,,118.21,,,,,808.95,334.83,,,40.15,,,-1.989
1990-10-10,114.1044,7.974,,411.47,467.29,467.29,110.65,,,123.38,,,,,804.39,338.35,,,38.94,,,-1.847
1990-10-11,115.087,7.983,,410.73,466.35,466.35,109.78,,,122.68,,,,,786.83,339.94,,,37.72,,,-1.771
1990-10-12,114.3386,7.911,,412.38,468.69,468.69,111.92,,,122.87,,,,,795.88,335.52,,,37.35,,,-2.068
1990-10-15,111.8312,7.885,,412.95,467.19,467.19,112.35,,,118.93,,,,,808.4,338.84,,,35.9,,,-2.001
1990-10-16,112.1746,7.884,,413.24,467.57,467.57,111.07,,,118.03,,,,,814.45,339.39,,,36.55,,,-1.974
1990-10-17,110.962,7.91,,413.86,468.69,468.69,111.74,,,115.7,,,,,827.84,340.06,,,34.03,,,-1.975
1990-10-18,110.1329,7.874,,414.64,469.86,469.86,114.65,,,113.74,,,,,838.63,332.39,,,34.11,,,-2.013
1990-10-19,108.1516,7.829,,416.41,472.05,472.05,117.56,,,114.39,,,,,848.24,327.83,,,31.01,,,-1.591
1990-10-22,104.7757,7.846,,416.66,472.48,472.48,116.11,,,112.45,,,,,857.77,328.51,,,26.82,,,-1.454
1990-10-23,104.3044,7.836,,416.46,472.01,472.01,115.13,,,113.59,,,,,857.72,321.86,,,28.31,,,-1.496
1990-10-24,106.6389,7.809,,416.66,472.05,472.05,116.17,,,109.88,,,,,849.99,316.55,,,29.96,,,-1.505
1990-10-25,108.6308,7.782,,417.77,473.36,473.36,114.75,,,111.09,,,,,859.68,307.06,,,33.2,,,-1.363
1990-10-26,107.6633,7.771,,417.53,473.04,473.04,111.79,,,111.86,,,,,842.95,311.51,,,32.05,,,-1.596
1990-10-29,108.8248,7.789,,417.32,471.91,471.91,112.35,,,112.38,,,,,842.86,321.44,,,33.93,,,-1.629
1990-10-30,108.9091,7.77,,416.7,471.96,471.96,113.42,,,111.82,,,,,827.4,321.34,,,34.25,,,-1.718
1990-10-31,109.4492,7.733,,417.17,469.41,469.41,113.97,,,109.46,,,,,827.71,324.19,,,34.41,,,-1.681
1990-11-01,109.4847,7.646,,418.87,471.69,471.69,112.53,,,109.23,,,,,808.81,318.71,,,34.57,,,-1.909
1990-11-02,108.1698,7.663,,418.78,471.93,471.93,115.29,,,105.75,,,,,812.06,322.56,,,33.55,,,-2.098
1990-11-05,106.4977,7.628,,420.2,473.85,473.85,114.48,,,103.48,,,,,824.98,,,,31.86,,,-1.799
1990-11-06,106.6278,7.653,,420.2,473.8,473.8,114.47,,,103.38,,,,,820.93,323.09,,,32.25,,,-2.198
1990-11-07,108.5105,7.644,,418.95,472.25,472.25,114.59,,,104.07,,,,,812.32,324.39,,,34.83,,,-2.067
