,BCOM,US_2Y_TREAS,EM_AGG_USD,US_BOND_TR,HY_TR,IG_CORP_TR,SKEW,VIX,VVIX,MOVE,PUT_CALL,CDX_HY_5Y,CDX_IG_5Y,HY_OAS,MSCI_EAFE,SPY_EPS,SPY_PE,IGOV,OIL,UNEMP,ECO_SURPRISE,FCI
2000-04-17,96.1503,6.316,245.3425,855.34,1011.07,1011.07,109.52,28.95,,120.51,0.66,,,5.79,1626.96,1389.94,28.291,,22.74,,0.506,-0.93
2000-04-18,96.5329,6.329,245.6351,854.8,1010.63,1010.63,112.79,26.12,,114.7,0.55,,,5.79,1645.76,1402.05,28.5375,,23.05,,0.506,-0.522
2000-04-19,97.5554,6.32,246.0626,857.34,1014.43,1014.43,113.52,27.02,,107.49,0.5,,,5.79,1655.9,1387.67,28.2448,,23.77,,0.506,-0.348
2000-04-20,97.4023,6.362,246.4849,857.65,1015.26,1015.26,114.24,25.85,,104.44,0.68,,,5.79,1662.15,1388.26,28.2568,,23.83,,0.399,-0.489
2000-04-24,97.6826,6.388,246.2238,857.55,1015.0,1015.0,114.9,27.37,,103.99,0.42,,,5.79,1671.28,,27.3985,,23.83,,0.399,-0.479
2000-04-25,97.539,6.484,247.1355,853.59,1009.42,1009.42,115.89,25.24,,108.67,0.34,,,5.79,1668.27,1352.17,27.5223,,23.33,,0.363,-0.579
2000-04-26,96.7391,6.501,246.8823,852.97,1008.41,1008.41,115.43,26.97,,110.51,0.4,,,5.79,1670.85,1360.69,27.6957,,22.98,,0.368,-0.313
2000-04-27,96.7483,6.613,246.4378,849.11,1003.67,1003.67,115.91,26.19,,106.22,0.42,,,5.79,1643.88,1353.43,27.4561,,23.76,,0.375,-0.568
2000-04-28,96.8817,6.676,246.1373,849.71,1004.33,1004.33,115.35,26.2,,103.83,0.41,,,5.84,1659.28,1333.36,26.9757,,23.89,,0.355,-0.498
2000-05-01,98.5183,6.719,246.4829,849.15,1003.24,1003.24,116.22,25.88,,103.12,0.33,,,5.84,1664.64,1348.05,27.2593,,23.89,,0.337,-0.718
2000-05-02,99.7773,6.711,246.0949,847.6,1001.05,1001.05,114.73,28.5,,102.55,0.49,,,5.84,1686.93,1366.42,27.6279,,25.08,,0.331,-0.619
2000-05-03,99.4225,6.746,244.0465,843.89,997.13,997.13,114.34,31.63,,112.98,0.61,,,5.84,1649.94,1379.19,27.8337,,25.0,,0.388,-0.725
2000-05-04,99.8853,6.754,242.3019,840.16,991.73,991.73,114.13,30.77,,110.82,0.49,,,5.84,1650.52,1381.76,27.8662,,25.15,,0.398,-0.828
2000-05-05,99.7485,6.824,241.0556,837.8,988.72,988.72,114.82,27.53,,108.99,0.46,,,5.84,1652.43,1409.17,28.4161,,25.29,,0.383,-0.915
2000-05-08,100.2396,6.851,239.9243,836.17,986.06,986.06,114.73,28.2,,110.73,0.43,,,5.84,1641.96,1391.28,28.0468,,26.08,,0.383,-0.667
2000-05-09,100.8321,6.843,240.0705,837.76,986.94,986.94,113.7,28.93,,112.67,0.42,,,5.84,1623.31,1355.62,27.3608,,26.82,,0.414,-0.562
2000-05-10,101.418,6.791,238.6918,839.81,987.24,987.24,112.91,29.87,,117.07,0.55,,,5.84,1610.26,1366.7,27.4689,,26.42,,0.414,-0.51
2000-05-11,102.38,6.809,239.4611,840.38,988.04,988.04,115.02,27.76,,112.89,0.65,,,5.84,1607.51,1401.69,28.0387,,27.45,,0.396,-0.624
2000-05-12,102.8206,6.897,238.0712,836.72,983.91,983.91,114.58,26.05,,110.17,0.44,,,5.84,1635.39,1395.07,27.7779,,28.05,,0.391,-0.774
2000-05-15,102.7036,6.845,238.863,838.67,988.62,988.62,115.11,24.86,,110.52,0.42,,,5.84,1630.92,1383.62,27.2072,,28.33,,0.4,-0.451
2000-05-16,103.0516,6.872,239.814,840.74,990.92,990.92,113.51,24.34,,98.96,0.52,,,5.84,1643.59,1359.15,26.6819,,28.78,,0.407,-0.544
2000-05-17,103.1237,6.899,239.4151,839.63,988.35,988.35,113.93,23.98,,101.45,0.55,,,5.84,1607.41,1392.15,27.1796,,27.89,,0.407,-0.322
2000-05-18,103.9822,6.908,239.2579,836.75,984.73,984.73,113.18,23.96,,105.6,0.47,,,5.84,1608.75,1458.47,28.4512,,28.92,,0.388,-0.581
2000-05-19,104.0066,6.84,237.8748,838.39,987.06,987.06,112.39,25.44,,108.89,0.81,,,5.84,1576.8,1464.47,28.315,,28.59,,0.388,-0.84
2000-05-22,103.1693,6.814,237.3912,841.96,991.01,991.01,112.21,26.0,,105.15,0.51,,,5.84,1555.25,1456.63,28.1508,,27.43,,0.388,-1.014
2000-05-23,103.271,6.788,236.6527,841.55,990.46,990.46,111.23,25.87,,103.02,0.41,,,5.84,1569.95,1493.87,29.0951,,27.5,,0.388,-1.085
2000-05-24,104.644,6.832,237.9348,841.45,989.94,989.94,110.48,24.32,,102.78,0.46,,,5.84,1553.44,1500.64,29.1592,,28.61,,0.388,-0.999
2000-05-25,104.8746,6.71,238.8347,845.05,994.99,994.99,110.95,24.58,,99.64,0.49,,,5.84,1577.67,1527.35,29.6649,,29.19,,0.42,-0.953
2000-05-26,104.7136,6.672,239.335,847.56,998.17,998.17,110.52,24.47,,103.78,0.61,,,5.84,1585.32,1527.46,29.6284,,29.22,,0.414,-1.124
2000-05-30,103.9185,6.731,240.9208,845.97,996.6,996.6,109.94,23.62,,105.47,0.36,,,5.84,1622.6,1507.73,29.0203,,28.96,,0.336,-1.265
2000-05-31,102.8426,6.672,240.2646,849.32,1000.58,1000.58,108.64,23.65,,103.1,0.43,,,6.07,1617.13,1508.52,28.9902,,28.31,,0.409,-1.247
2000-06-01,103.4509,6.587,243.3905,853.76,1006.12,1006.12,109.02,22.36,,101.26,0.39,,,6.07,1638.03,1487.92,28.6381,,29.19,,0.273,-1.718
2000-06-02,104.1036,6.51,246.3855,857.47,1012.57,1012.57,110.3,21.48,,98.23,0.32,,,6.07,1690.45,1498.58,28.8092,,29.05,,0.214,-1.563
2000-06-05,104.2028,6.492,245.8102,860.38,1015.74,1015.74,109.66,22.71,,96.08,0.42,,,6.07,1696.06,1505.97,28.9313,,28.37,,0.214,-1.177
2000-06-06,104.1035,6.492,245.3599,860.4,1016.26,1016.26,109.78,23.05,,99.32,0.41,,,6.07,1711.69,1494.73,28.7239,,28.59,,0.027,-1.184
2000-06-07,102.7753,6.534,246.4439,860.41,1017.13,1017.13,109.95,22.48,,104.65,0.41,,,6.07,1699.89,1487.37,28.5825,,29.22,,0.002,-1.017
2000-06-08,103.2144,6.543,246.5328,860.28,1017.99,1017.99,110.05,22.77,,104.83,0.36,,,6.07,1694.26,1501.34,28.8509,,29.07,,-0.004,-1.139
2000-06-09,103.6873,6.542,247.7539,860.13,1017.77,1017.77,109.67,22.14,,102.64,0.42,,,6.07,1687.88,1516.35,29.1333,,29.58,,-0.004,-1.161
2000-06-12,103.9982,6.499,247.6039,862.06,1020.74,1020.74,112.41,22.32,,98.27,0.44,,,6.07,1693.11,1504.46,28.844,,31.21,,-0.004,-1.135
2000-06-13,104.4835,6.481,248.4237,862.08,1020.87,1020.87,111.96,21.67,,97.43,0.53,,,6.07,1693.19,1500.59,28.7698,,31.49,,-0.004,-1.299
2000-06-14,104.4698,6.412,249.1568,864.54,1024.46,1024.46,113.1,21.48,,98.75,0.43,,,6.07,1698.15,1467.17,28.129,,31.02,,-0.018,-1.112
2000-06-15,104.7483,6.42,249.148,864.3,1022.91,1022.91,113.3,20.68,,92.95,0.43,,,6.07,1674.14,1440.51,27.618,,31.26,,-0.003,-1.292
2000-06-16,104.1134,6.35,249.4557,867.43,1026.2,1026.2,114.52,20.5,,92.95,0.47,,,6.07,1681.47,1356.56,25.9846,,28.35,,-0.027,-1.156
2000-06-19,103.0003,6.384,249.6737,866.7,1025.3,1025.3,111.56,20.63,,92.82,0.39,,,6.07,1685.79,1401.44,26.8302,,27.98,,-0.027,-1.274
2000-06-20,103.3605,6.427,249.9185,865.63,1023.92,1023.92,112.34,20.88,,92.68,0.48,,,6.07,1699.44,1441.61,27.5992,,29.02,,-0.027,-1.283
2000-06-21,104.5074,6.496,249.8211,862.37,1019.54,1019.54,110.87,20.61,,95.85,0.43,,,6.07,1685.94,1427.47,27.3255,,29.33,,-0.027,-1.271
2000-06-22,105.6421,6.487,248.6477,861.36,1017.82,1017.82,111.62,22.0,,100.71,0.46,,,6.07,1676.21,1434.54,27.4539,,30.15,,-0.105,-1.204
2000-06-23,104.8829,6.539,247.8379,859.33,1014.29,1014.29,110.92,22.34,,100.69,0.53,,,6.07,1665.81,,27.4498,,30.39,,-0.105,-1.246
2000-06-26,104.5637,6.486,248.9245,862.47,1018.6,1018.6,109.16,22.45,,98.21,0.47,,,6.07,1658.49,1429.86,27.3602,,29.75,,-0.105,-1.197
2000-06-27,105.3805,6.494,249.6815,863.16,1019.62,1019.62,110.62,21.8,,99.94,0.47,,,6.07,1666.75,1477.44,28.2721,,30.24,,-0.109,-1.329
2000-06-28,104.9104,6.459,250.0473,862.5,1018.65,1018.65,109.83,20.29,,98.11,0.53,,,6.07,1676.56,1460.99,27.9745,,30.11,,-0.137,-1.312
2000-06-29,105.7498,6.354,250.1784,865.86,1023.08,1023.08,111.49,19.7,,96.62,0.42,,,6.07,1663.47,1464.92,28.0345,,30.8,,-0.106,-1.266
2000-06-30,104.7638,6.362,250.7632,866.99,1025.71,1025.71,109.92,19.54,,96.62,0.45,,,5.85,1678.61,1452.43,27.7898,,30.57,,-0.158,-1.241
2000-07-03,104.7638,6.294,252.109,869.09,1028.54,1028.54,107.35,19.83,,99.87,0.57,,,5.85,1691.57,1468.25,28.0912,,31.1,,-0.114,-0.921
2000-07-05,102.0189,6.285,252.7859,870.58,1030.08,1030.08,109.93,21.16,,101.03,0.49,,,5.85,1684.37,1415.1,27.0743,,29.38,,-0.121,-0.851
2000-07-06,100.7384,6.336,252.6669,868.63,1027.46,1027.46,110.56,20.94,,101.11,0.51,,,5.85,1680.61,1409.57,26.9685,,29.67,,-0.108,-0.761
2000-07-07,101.632,6.276,253.1937,870.91,1030.27,1030.27,109.88,19.22,,101.11,0.37,,,5.85,1694.04,1432.63,27.4097,,29.7,,-0.137,-0.633
2000-07-10,101.4318,6.301,253.5214,870.62,1030.72,1030.72,110.84,20.33,,95.58,0.4,,,5.85,1703.53,1424.17,27.2479,,28.85,,-0.121,-0.532
2000-07-11,101.6973,6.309,252.9526,870.57,1030.37,1030.37,110.44,20.11,,95.58,0.47,,,5.85,1698.86,1412.14,27.0177,,29.22,,-0.112,-0.513
2000-07-12,101.5617,6.326,253.8725,870.18,1030.88,1030.88,108.56,20.03,,95.93,0.34,,,5.85,1693.7,1383.05,26.4611,,29.67,,-0.112,-0.359
2000-07-13,102.7323,6.283,254.7384,873.45,1035.43,1035.43,109.31,20.03,,97.64,0.37,,,5.85,1680.13,1407.81,27.0833,,30.26,,-0.107,-0.245
2000-07-14,102.0742,6.395,254.8411,869.7,1031.33,1031.33,109.06,19.32,,96.65,0.33,,,5.85,1686.85,1420.96,26.8723,,29.88,,-0.117,-0.293
2000-07-17,101.6829,6.438,254.7655,867.58,1029.2,1029.2,112.37,19.45,,96.0,0.36,,,5.85,1688.24,1452.36,26.6797,,28.56,,-0.118,-0.187
2000-07-18,103.1257,6.429,254.7741,867.59,1029.61,1029.61,112.25,19.75,,95.22,0.45,,,5.85,1665.5,1466.04,26.9947,,29.32,,-0.118,-0.234
2000-07-19,102.2697,6.455,254.1833,867.41,1029.8,1029.8,112.02,19.65,,94.68,0.55,,,5.85,1655.71,1447.8,26.6657,,28.88,,-0.118,-0.268
2000-07-20,101.9356,6.316,255.5229,873.84,1037.73,1037.73,110.32,18.94,,92.74,0.4,,,5.85,1664.03,1437.21,26.4617,,28.27,,-0.141,-0.202
2000-07-21,100.8852,6.324,256.1188,874.54,1038.65,1038.65,108.59,18.94,,90.1,0.55,,,5.85,1648.85,1406.95,25.9045,,27.52,,-0.141,-0.309
2000-07-24,99.4907,6.342,256.5072,873.52,1036.95,1036.95,113.65,19.92,,89.71,0.41,,,5.85,1646.51,1400.72,25.7898,,26.92,,-0.141,-0.377
2000-07-25,99.1324,6.333,256.3067,874.13,1037.41,1037.41,110.22,19.39,,89.04,0.46,,,5.85,1649.36,1373.86,25.3044,,26.94,,-0.229,-0.348
2000-07-26,99.2002,6.333,256.3772,874.13,1037.24,1037.24,112.97,19.67,,88.38,0.5,,,5.85,1650.06,1399.05,25.7645,,26.83,,-0.229,-0.259
2000-07-27,99.7807,6.263,256.6271,875.5,1039.44,1039.44,113.28,19.6,,86.56,0.46,,,5.85,1621.27,1381.52,25.439,,27.15,,-0.211,-0.312
2000-07-28,99.8776,6.28,256.3294,874.41,1037.43,1037.43,112.17,20.84,,86.05,0.46,,,5.85,1595.21,1378.02,25.3741,,27.36,,-0.137,-0.275
2000-07-31,99.0044,6.288,257.3915,874.86,1038.15,1038.15,112.2,20.74,,87.04,0.43,,,5.92,1606.61,,25.3398,,26.93,,-0.133,-0.36
2000-08-01,99.6364,6.237,257.5229,876.47,1040.2,1040.2,112.98,20.55,,87.33,0.52,,,5.92,1611.4,1422.45,26.1439,,27.14,,-0.175,-0.246
2000-08-02,100.7664,6.22,258.0463,877.5,1041.14,1041.14,109.86,20.0,,95.72,0.48,,,5.92,1603.95,1420.6,26.1092,,27.59,,-0.192,-0.236
2000-08-03,100.7538,6.212,258.5718,878.71,1042.79,1042.79,111.26,19.99,,95.37,0.49,,,5.92,1577.82,1448.81,26.6277,,28.31,,-0.277,-0.204
2000-08-04,101.6325,6.135,259.2946,881.02,1045.5,1045.5,108.65,18.62,,89.78,0.35,,,5.92,1588.44,1477.26,27.1475,,29.37,,-0.276,-0.231
2000-08-07,100.5354,6.177,259.6234,880.26,1044.26,1044.26,106.89,19.03,,85.39,0.42,,,5.92,1603.36,1467.63,26.9637,,28.52,,-0.205,-0.203
2000-08-08,101.0251,6.16,259.7889,882.06,1046.28,1046.28,108.59,18.79,,82.93,0.42,,,5.92,1593.08,1457.84,26.7838,,28.9,,-0.205,-0.108
2000-08-09,101.8786,6.159,260.6355,882.68,1046.96,1046.96,110.05,19.18,,82.23,0.5,,,5.92,1605.84,1471.36,27.0319,,29.87,,-0.204,-0.074
2000-08-10,102.8316,6.159,261.3071,884.7,1049.13,1049.13,110.02,19.19,,84.06,0.56,,,5.92,1613.97,1461.67,26.8292,,30.88,,-0.227,-0.113
2000-08-11,102.9829,6.244,261.6126,882.6,1046.34,1046.34,108.54,18.55,,84.06,0.49,,,5.92,1611.99,1456.95,26.6853,,30.57,,-0.227,-0.207
2000-08-14,103.2509,6.227,261.9619,883.55,1047.45,1047.45,109.06,17.88,,79.26,0.41,,,5.92,1617.23,1446.0,26.5245,,31.48,,-0.23,-0.093
2000-08-15,102.8862,6.27,260.9918,882.78,1045.94,1045.94,108.88,17.98,,80.17,0.46,,,6.06,1630.51,1469.44,26.9264,,32.18,,-0.243,-0.095
2000-08-16,103.6102,6.287,260.6989,881.94,1044.94,1044.94,109.95,18.02,,78.43,0.45,,,6.04,1636.15,1470.54,26.9367,,32.53,,-0.236,-0.136
2000-08-17,103.8571,6.287,261.1828,882.45,1045.24,1045.24,109.22,17.48,,80.04,0.53,,,6.06,1629.1,1478.73,27.088,,30.16,,-0.278,-0.125
2000-08-18,104.2183,6.252,260.4517,883.65,1047.02,1047.02,110.34,17.05,,80.38,0.41,,,6.09,1625.78,1464.46,26.8266,,30.44,,-0.26,-0.104
2000-08-21,105.2951,6.278,260.1117,883.38,1046.07,1046.07,110.53,17.35,,80.38,0.78,,,6.09,1616.88,1486.0,27.2212,,30.6,,-0.26,-0.109
2000-08-22,104.1362,6.26,261.0801,884.01,1046.45,1046.45,108.35,17.47,,75.5,0.47,,,6.11,1619.39,1475.95,27.0293,,29.93,,-0.26,-0.118
2000-08-23,104.9454,6.208,261.3725,886.27,1049.48,1049.48,111.29,17.38,,77.05,0.46,,,6.17,1619.21,1479.13,27.0876,,30.69,,-0.26,-0.094
2000-08-24,104.818,6.188,261.9704,886.99,1050.22,1050.22,109.44,17.04,,77.05,0.38,,,6.19,1626.59,1452.18,26.594,,30.35,,-0.259,-0.124
2000-08-25,105.4018,6.197,262.7498,886.97,1050.58,1050.58,112.27,16.53,,75.81,0.43,,,6.18,1638.38,1441.48,26.3981,,30.39,,-0.259,-0.094
2000-08-28,106.507,6.222,262.5285,885.59,1048.61,1048.61,110.93,16.54,,75.24,0.39,,,6.1,1641.02,1455.31,26.6725,,30.39,,-0.296,-0.056
2000-08-29,107.0126,6.256,262.2165,884.15,1046.82,1046.82,111.37,16.89,,75.75,0.47,,,6.07,1633.85,1450.55,26.5838,,31.36,,-0.296,0.034
2000-08-30,107.924,6.231,262.7112,884.44,1046.94,1046.94,110.88,17.69,,76.86,0.44,,,6.02,1620.88,1454.82,26.662,,31.98,,-0.175,0.014
2000-08-31,108.1696,6.163,264.0917,887.54,1051.14,1051.14,112.65,16.84,,79.54,0.37,,,6.13,1618.94,1442.39,26.4342,,31.72,,-0.179,-0.02
2000-09-01,108.4174,6.078,264.8487,889.65,1053.2,1053.2,114.5,17.53,,77.86,0.43,,,6.15,1655.39,1454.6,26.6554,,31.85,,-0.248,0.062
2000-09-05,109.5395,6.078,265.0745,890.76,1054.29,1054.29,112.5,19.82,,77.41,0.41,,,6.13,1633.59,,27.2667,,32.98,,-0.377,-0.047
2000-09-06,110.1072,6.103,265.3922,889.18,1052.29,1052.29,110.44,20.79,,84.12,0.44,,,6.08,1613.91,1446.23,26.8342,,34.28,,-0.377,-0.183
2000-09-07,110.62,6.128,264.6721,888.0,1050.63,1050.63,112.33,19.42,,84.1,0.42,,,6.04,1608.13,1456.67,27.0279,,34.55,,-0.346,-0.24
2000-09-08,109.3436,6.094,264.5792,888.86,1052.0,1052.0,111.03,18.46,,86.6,0.47,,,6.05,1587.65,1478.9,27.4403,,32.78,,-0.29,-0.2
2000-09-11,110.9523,6.119,263.6326,888.04,1050.72,1050.72,111.35,18.4,,84.19,0.51,,,6.04,1572.69,1475.62,27.3795,,33.62,,-0.29,-0.254
2000-09-12,110.2859,6.119,263.7678,887.98,1050.71,1050.71,112.02,18.59,,82.28,0.52,,,6.02,1560.06,1480.88,27.5404,,32.48,,-0.29,-0.221
2000-09-13,109.4418,6.076,263.4261,890.06,1053.07,1053.07,112.16,18.32,,82.21,0.58,,,6.04,1555.02,1492.92,27.7643,,31.53,,-0.29,-0.335
2000-09-14,109.664,6.093,263.3434,888.2,1050.47,1050.47,111.98,18.26,,82.22,0.5,,,6.01,1559.54,1495.84,27.8186,,31.94,,-0.303,-0.36
2000-09-15,110.3449,6.067,262.1394,887.39,1049.41,1049.41,111.91,18.52,,86.71,0.59,,,6.0,1551.45,1509.98,28.0816,,33.98,,-0.307,-0.248
2000-09-18,111.1721,6.024,260.1218,887.39,1048.84,1048.84,111.29,20.25,,89.59,0.5,,,6.05,1532.44,1510.49,28.091,,34.46,,-0.307,-0.232
2000-09-19,110.6165,6.067,259.4818,887.74,1050.69,1050.69,111.81,19.54,,84.89,0.52,,,6.13,1534.07,1493.74,27.774,,33.63,,-0.232,-0.311
2000-09-20,110.3186,6.092,258.5026,886.56,1048.87,1048.87,111.81,19.93,,83.77,0.53,,,6.09,1523.56,1481.96,27.555,,33.74,,-0.232,-0.259
2000-09-21,109.7653,6.023,258.7433,888.02,1050.55,1050.55,111.81,20.18,,82.77,0.64,,,6.12,1511.67,1495.57,27.8081,,32.73,,-0.221,-0.252
2000-09-22,108.5449,6.083,260.0163,889.42,1052.38,1052.38,111.81,20.74,,85.23,0.48,,,6.18,1528.79,1480.19,27.5209,,31.25,,-0.221,-0.322
2000-09-25,108.2395,6.092,260.4385,890.1,1053.5,1053.5,111.81,21.41,,82.82,0.49,,,6.19,1537.05,1464.29,27.2253,,30.24,,-0.221,-0.315
2000-09-26,108.1991,6.048,260.5667,891.79,1056.76,1056.76,111.81,21.88,,85.29,0.54,,,6.23,1532.64,1474.47,27.4146,,30.42,,-0.21,-0.406
2000-09-27,108.4825,6.048,260.9925,891.21,1055.77,1055.77,111.81,21.67,,85.29,0.63,,,6.29,1530.62,1452.42,27.0047,,30.54,,-0.212,-0.396
2000-09-28,106.4608,6.0,261.4917,891.79,1056.12,1056.12,111.81,19.47,,82.76,0.44,,,6.26,1530.96,1449.62,26.9526,,29.26,,-0.215,-0.363
2000-09-29,106.975,5.979,261.684,893.12,1056.9,1056.9,111.81,20.57,,82.81,0.54,,,6.38,1538.51,1419.89,26.3914,,29.84,,-0.194,-0.315
2000-10-02,108.3767,5.97,261.3014,892.6,1055.75,1055.75,112.9,21.23,,83.08,0.68,,,6.38,1547.87,1430.83,26.5948,,31.08,,-0.184,-0.497
2000-10-03,108.4194,5.995,261.9094,891.53,1054.24,1054.24,113.27,21.85,,83.08,0.69,,,6.37,1550.87,1438.1,26.7298,,31.05,,-0.161,-0.513
2000-10-04,107.6212,6.012,262.5236,890.61,1052.63,1052.63,113.02,21.54,,83.67,0.64,,,6.35,1541.15,1438.7,26.741,,30.52,,-0.192,-0.435
2000-10-05,106.5862,6.004,262.7283,891.8,1054.17,1054.17,112.88,21.03,,80.23,0.7,,,6.39,1542.7,1452.56,26.9986,,29.89,,-0.114,-0.409
2000-10-06,106.2992,5.969,261.9556,892.89,1055.88,1055.88,113.57,22.71,,79.23,0.62,,,6.39,1533.19,1462.93,27.1914,,30.1,,-0.111,-0.392
2000-10-09,107.4106,5.995,261.9556,892.89,1055.88,1055.88,112.11,24.02,,79.23,0.62,,,6.39,1509.52,1479.32,27.496,,30.76,,-0.111,-0.556
2000-10-10,109.3022,5.935,262.3255,893.63,1054.66,1054.66,110.96,24.86,,80.03,0.77,,,6.47,1508.74,1482.8,27.5607,,31.85,,-0.111,-0.611
2000-10-11,110.2331,5.935,261.8716,894.3,1054.32,1054.32,111.13,26.57,,82.04,0.76,,,6.52,1486.87,1472.87,26.7434,,31.79,,-0.073,-0.725
2000-10-12,112.7173,5.824,260.4616,896.23,1055.94,1055.94,107.79,30.51,,89.08,0.74,,,6.62,1477.68,1460.25,26.3081,,34.59,,-0.056,-0.835
2000-10-13,110.6136,5.857,259.3348,896.14,1054.5,1054.5,111.23,27.6,,88.89,0.64,,,6.7,1479.16,1471.84,26.4066,,32.52,,-0.056,-1.168
2000-10-16,108.6883,5.882,259.4969,895.74,1054.45,1054.45,111.29,26.79,,84.4,0.59,,,6.73,1473.53,1491.56,26.4546,,31.9,,-0.056,-0.964
2000-10-17,108.6119,5.831,257.5361,898.21,1056.72,1056.72,110.35,27.84,,87.26,0.81,,,6.95,1459.82,1484.43,23.4698,,31.13,,-0.08,-0.83
2000-10-18,107.8793,5.83,256.0384,898.11,1055.16,1055.16,110.65,28.72,,87.31,0.9,,,6.98,1441.2,1479.85,23.3955,,31.1,,-0.087,-0.852
2000-10-19,106.5162,5.839,257.1072,899.38,1055.85,1055.85,113.54,25.09,,87.29,0.55,,,7.03,1454.03,1496.07,23.6642,,30.74,,-0.082,-0.899
2000-10-20,107.0807,5.829,256.1416,900.91,1058.34,1058.34,114.64,24.24,,84.59,0.44,,,7.05,1465.85,1491.72,23.5938,,31.62,,-0.082,-0.701
2000-10-23,107.777,5.811,256.0376,903.44,1061.75,1061.75,115.66,24.69,,81.34,0.42,,,7.08,1470.77,1499.48,23.7184,,32.09,,-0.082,-0.683
2000-10-24,107.0684,5.828,255.6659,902.61,1061.77,1061.77,115.03,24.28,,82.08,0.57,,,7.04,1492.48,1498.13,23.697,,31.59,,-0.082,-0.69
2000-10-25,105.5776,5.906,253.7366,900.71,1059.1,1059.1,113.86,26.65,,85.96,0.52,,,7.0,1472.14,1505.97,23.8429,,31.36,,-0.082,-0.625
2000-10-26,105.1405,5.913,255.2495,900.77,1059.48,1059.48,113.19,28.62,,85.56,0.6,,,7.05,1463.61,1508.31,23.8784,,31.96,,-0.116,-0.693
2000-10-27,103.8635,5.93,255.6764,899.84,1058.49,1058.49,115.21,26.47,,85.23,0.52,,,7.04,1488.29,1506.45,23.8507,,30.95,,-0.113,-0.772
2000-10-30,103.538,5.956,255.5237,899.83,1058.67,1058.67,115.6,25.46,,85.61,0.51,,,7.14,1489.43,1514.09,23.9705,,31.14,,-0.112,-0.698
2000-10-31,103.8204,5.914,256.6706,899.03,1057.16,1057.16,116.81,23.63,,87.12,0.59,,,7.16,1500.6,1509.84,23.9027,,30.76,,-0.092,-0.595
2000-11-01,104.4093,5.872,256.6021,900.59,1059.18,1059.18,116.51,24.28,,77.96,0.43,,,7.2,1524.18,1502.59,23.7877,,31.31,,-0.125,-0.48
2000-11-02,104.4918,5.855,257.6174,901.21,1060.14,1060.14,117.57,23.92,,83.54,0.44,,,7.22,1526.21,1517.68,24.0242,,30.78,,-0.121,-0.553
2000-11-03,105.3275,5.932,256.0694,898.17,1056.33,1056.33,119.02,23.67,,82.94,0.52,,,7.16,1535.11,1520.77,24.1155,,30.85,,-0.207,-0.497
2000-11-06,105.2937,5.966,254.796,897.38,1055.68,1055.68,118.09,24.52,,82.31,0.54,,,7.19,1539.07,,24.1231,,31.29,,-0.207,-0.416
2000-11-07,106.4737,5.974,254.4318,897.54,1055.82,1055.82,118.3,24.91,,83.02,0.53,,,7.22,1537.11,1507.08,23.9267,,31.68,,-0.15,-0.365
2000-11-08,107.1346,5.957,252.9638,898.1,1056.94,1056.94,114.27,25.66,,82.17,0.65,,,7.23,1527.73,1492.25,23.6907,,31.32,,-0.184,-0.423
2000-11-09,107.7149,5.949,253.0521,899.86,1059.38,1059.38,116.91,27.2,,86.06,0.68,,,7.28,1514.69,1502.51,23.847,,32.16,,-0.121,-0.523
2000-11-10,107.4926,5.89,254.4092,899.97,1059.26,1059.26,115.51,28.53,,85.71,0.73,,,7.31,1501.97,1494.5,23.7056,,32.02,,-0.14,-0.625
2000-11-13,108.0899,5.881,255.3418,901.83,1061.33,1061.33,116.17,29.06,,85.71,0.77,,,7.38,1477.16,1489.26,23.6088,,32.94,,-0.14,-0.787
2000-11-14,109.4153,5.907,256.1026,902.54,1062.44,1062.44,119.84,26.81,,83.19,0.6,,,7.4,1497.04,1481.99,23.4683,,32.69,,-0.14,-0.843
2000-11-15,110.9368,5.89,257.4161,904.0,1062.73,1062.73,117.3,26.15,,80.41,0.52,,,7.46,1504.15,1484.91,23.4936,,33.9,,-0.11,-0.736
2000-11-16,109.4411,5.856,256.9536,905.23,1063.41,1063.41,116.43,25.05,,78.63,0.76,,,7.46,1485.03,1480.87,23.4696,,32.77,,-0.11,-0.734
2000-11-17,110.9498,5.873,256.946,903.9,1060.84,1060.84,118.76,24.81,,73.41,0.84,,,7.47,1479.09,1465.81,23.2313,,33.08,,-0.067,-0.781
2000-11-20,111.6874,5.864,257.9476,904.47,1059.27,1059.27,116.01,27.43,,72.32,0.72,,,7.52,1455.55,1444.51,22.8937,,33.07,,-0.067,-0.741
2000-11-21,112.0437,5.856,258.1925,904.7,1059.54,1059.54,119.0,26.62,,73.01,0.56,,,7.58,1451.6,1459.9,23.1377,,33.1,,-0.067,-0.894
2000-11-22,112.6458,5.839,257.708,907.41,1062.32,1062.32,116.71,27.71,,75.62,0.75,,,7.76,1424.07,1451.34,23.0018,,33.24,,-0.07,-0.881
2000-11-24,112.6458,5.865,257.2908,906.63,1060.85,1060.85,116.12,26.0,,75.93,0.54,,,7.73,1438.51,1448.72,22.9501,,33.12,,-0.07,-1.059
2000-11-27,112.808,5.856,257.2388,906.72,1060.12,1060.12,110.52,26.93,,71.29,0.43,,,7.81,1462.1,1439.03,22.7966,,33.06,,-0.07,-0.857
2000-11-28,110.8533,5.795,256.4118,908.26,1061.68,1061.68,113.17,27.64,,71.25,0.65,,,7.93,1454.88,1427.21,22.6089,,32.19,,-0.063,-0.991
