variant_id,layer,baseline_sharpe,ablated_sharpe,marginal_oos_sharpe,baseline_turnover_cost,ablated_turnover_cost,turnover_cost_delta,baseline_ann_return,ablated_ann_return,ann_return_delta,baseline_max_drawdown,ablated_max_drawdown,notes
baseline,baseline,1.1069604048003838,1.1069604048003838,0.0,0.05016705077536612,0.05016705077536612,0.0,0.13517190828241255,0.13517190828241255,0.0,-0.27558300436819494,-0.27558300436819494,Existing baseline walk-forward run.
no_regime,regime,1.1069604048003838,1.1036942515184818,0.003266153281902051,0.05016705077536612,0.04900863003564711,0.0011584207397190155,0.13517190828241255,0.13451864690977344,0.0006532613726391023,-0.27558300436819494,-0.276924629798981,Leave-one-out ablation for no_regime.
no_trend,trend,1.1069604048003838,1.1501199707630592,-0.04315956596267534,0.05016705077536612,0.04768547007239761,0.002481580702968514,0.13517190828241255,0.13970649509829447,-0.004534586815881925,-0.27558300436819494,-0.2777836193740977,Leave-one-out ablation for no_trend.
no_momo,momo,1.1069604048003838,1.1123863745113773,-0.005425969710993517,0.05016705077536612,0.04841120898302172,0.0017558417923444064,0.13517190828241255,0.13564225330740043,-0.0004703450249878838,-0.27558300436819494,-0.27697962815502564,Leave-one-out ablation for no_momo.
no_timesfm,timesfm,1.1069604048003838,1.0555266954473437,0.05143370935304015,0.05016705077536612,0.031672973529414686,0.018494077245951437,0.13517190828241255,0.14079003979031235,-0.005618131507899804,-0.27558300436819494,-0.358107362240939,Leave-one-out ablation for no_timesfm.
