Date,portfolio_return,gross_return,turnover,turnover_cost,scheduled_rebalance_flag,compliance_rebalance_flag,rebalance_flag
2000-02-22,-0.0005196174767382058,-0.0005196174767382058,0.0,0.0,0,0,0
2000-02-23,-0.001640674698800101,-0.001640674698800101,0.0,0.0,0,0,0
2000-02-24,-0.003100477646201541,-0.003100477646201541,0.0,0.0,0,0,0
2000-02-25,-0.007301958495111201,-0.007301958495111201,0.0,0.0,0,0,0
2000-02-27,0.0,0.0,0.0,0.0,0,0,0
2000-02-28,0.002476981620556155,0.002476981620556155,0.0,0.0,0,0,0
2000-02-29,0.006353903066343431,0.006353903066343431,0.0,0.0,0,0,0
2000-03-01,0.003674422247479563,0.003674422247479563,0.0,0.0,0,0,0
2000-03-02,-0.0006043990218095732,-0.0006043990218095732,0.0,0.0,0,0,0
2000-03-03,0.008290762420345116,0.008290762420345116,0.0,0.0,0,0,0
2000-03-05,0.0,0.0,0.0,0.0,0,0,0
2000-03-06,-0.005528882387602089,-0.005528882387602089,0.0,0.0,0,0,0
2000-03-07,-0.00146250410747977,-0.00146250410747977,0.0,0.0,0,0,0
2000-03-08,-0.0033844578133459544,-0.0033844578133459544,0.0,0.0,0,0,0
2000-03-09,0.01040562587915438,0.01040562587915438,0.0,0.0,0,0,0
2000-03-10,-0.002773294609277485,-0.002773294609277485,0.0,0.0,0,0,0
2000-03-12,0.0,0.0,0.0,0.0,0,0,0
2000-03-13,-0.0028086942990538937,-0.0028086942990538937,0.0,0.0,0,0,0
2000-03-14,-0.006360970692533073,-0.006360970692533073,0.0,0.0,0,0,0
2000-03-15,0.006838678519815723,0.006838678519815723,0.0,0.0,0,0,0
2000-03-16,0.01284435904201353,0.01284435904201353,0.0,0.0,0,0,0
2000-03-17,0.00017007038388616914,0.00017007038388616914,0.0,0.0,0,0,0
2000-03-19,0.0,0.0,0.0,0.0,0,0,0
2000-03-20,-0.00014394569963764158,-0.00014394569963764158,0.0,0.0,0,0,0
2000-03-21,0.012632685296092263,0.012632685296092263,0.0,0.0,0,0,0
2000-03-22,0.0009627141201026977,0.0009627141201026977,0.0,0.0,0,0,0
2000-03-23,0.002772159006544656,0.002772159006544656,0.0,0.0,0,0,0
2000-03-24,-0.0009146462078878676,-0.0009146462078878676,0.0,0.0,0,0,0
2000-03-26,0.0,0.0,0.0,0.0,0,0,0
2000-03-27,-0.0030671291931765464,-0.0030671291931765464,0.0,0.0,0,0,0
2000-03-28,-0.0025613117996689016,-0.0025613117996689016,0.0,0.0,0,0,0
2000-03-29,-0.0017701971046262409,-0.0017701971046262409,0.0,0.0,0,0,0
2000-03-30,-0.006452874509927791,-0.006452874509927791,0.0,0.0,0,0,0
2000-03-31,0.00823387131595854,0.00823387131595854,0.0,0.0,0,0,0
2000-04-02,0.0,0.0,0.0,0.0,0,0,0
2000-04-03,0.000282149336242119,0.000282149336242119,0.0,0.0,0,0,0
2000-04-04,0.003762126561262486,0.003762126561262486,0.0,0.0,0,0,0
2000-04-05,-0.005736971029948308,-0.005736971029948308,0.0,0.0,0,0,0
2000-04-06,0.0012433125460073165,0.0012433125460073165,0.0,0.0,0,0,0
2000-04-07,0.00334059239860126,0.00334059239860126,0.0,0.0,0,0,0
2000-04-09,0.0,0.0,0.0,0.0,0,0,0
2000-04-10,-0.00015527914591944604,-0.00015527914591944604,0.0,0.0,0,0,0
2000-04-11,-0.002342454204947393,-0.002342454204947393,0.0,0.0,0,0,0
2000-04-12,-0.005193340028690618,-0.005193340028690618,0.0,0.0,0,0,0
2000-04-13,-0.006423400066455356,-0.006423400066455356,0.0,0.0,0,0,0
2000-04-14,-0.01927120020376442,-0.01927120020376442,0.0,0.0,0,0,0
2000-04-16,0.0,0.0,0.0,0.0,0,0,0
2000-04-17,0.00348472138909955,0.00348472138909955,0.0,0.0,0,0,0
2000-04-18,0.009735876833981267,0.009735876833981267,0.0,0.0,0,0,0
2000-04-19,-0.00212166473417071,-0.00212166473417071,0.0,0.0,0,0,0
2000-04-20,-0.0008233250053293105,-0.0008233250053293105,0.0,0.0,0,0,0
2000-04-21,-0.0029396116977872056,-0.0029396116977872056,0.0,0.0,0,0,0
2000-04-23,0.0,0.0,0.0,0.0,0,0,0
2000-04-24,-0.0005818737006198071,-0.0005818737006198071,0.0,0.0,0,0,0
2000-04-25,0.011292821174763582,0.011292821174763582,0.0,0.0,0,0,0
2000-04-26,-0.00794709589600813,-0.00794709589600813,0.0,0.0,0,0,0
2000-04-27,0.002311993727356237,0.002311993727356237,0.0,0.0,0,0,0
2000-04-28,-0.0065924749715946815,-0.0065924749715946815,0.0,0.0,0,0,0
2000-04-30,0.0,0.0,0.0,0.0,0,0,0
2000-05-01,0.004654477319813631,0.004654477319813631,0.0,0.0,0,0,0
2000-05-02,-0.0022305473221944645,-0.0022305473221944645,0.0,0.0,0,0,0
2000-05-03,-0.004822865139684852,-0.004822865139684852,0.0,0.0,0,0,0
2000-05-04,0.0018641269612328637,0.0018641269612328637,0.0,0.0,0,0,0
2000-05-05,0.0011508172088827535,0.0011508172088827535,0.0,0.0,0,0,0
2000-05-07,0.0,0.0,0.0,0.0,0,0,0
2000-05-08,-0.005275633446613213,-0.005275633446613213,0.0,0.0,0,0,0
2000-05-09,-0.0049154077515826886,-0.0049154077515826886,0.0,0.0,0,0,0
2000-05-10,-0.007000203159805954,-0.007000203159805954,0.0,0.0,0,0,0
2000-05-11,0.002797814409737878,0.002797814409737878,0.0,0.0,0,0,0
2000-05-12,0.002168015864787482,0.002168015864787482,0.0,0.0,0,0,0
2000-05-14,0.0,0.0,0.0,0.0,0,0,0
2000-05-15,0.006416386929696215,0.006416386929696215,0.0,0.0,0,0,0
2000-05-16,0.006663587293030421,0.006663587293030421,0.0,0.0,0,0,0
2000-05-17,-0.008258692773483607,-0.008258692773483607,0.0,0.0,0,0,0
2000-05-18,-0.0032102565776421623,-0.0032102565776421623,0.0,0.0,0,0,0
2000-05-19,-0.006763641077325079,-0.006763641077325079,0.0,0.0,0,0,0
2000-05-21,0.0,0.0,0.0,0.0,0,0,0
2000-05-22,-0.002467624430954803,-0.002467624430954803,0.0,0.0,0,0,0
2000-05-23,-0.00671218601541669,-0.00671218601541669,0.0,0.0,0,0,0
2000-05-24,0.003879034186045872,0.003879034186045872,0.0,0.0,0,0,0
2000-05-25,-0.006890812818313736,-0.006890812818313736,0.0,0.0,0,0,0
2000-05-26,-0.0006673591973530432,-0.0006673591973530432,0.0,0.0,0,0,0
2000-05-28,0.0,0.0,0.0,0.0,0,0,0
2000-05-29,0.0012588823154577116,0.0012588823154577116,0.0,0.0,0,0,0
2000-05-30,0.012401654993980965,0.012401654993980965,0.0,0.0,0,0,0
2000-05-31,-0.0019453881478657456,-0.0019453881478657456,0.0,0.0,0,0,0
2000-06-01,0.008811960033626847,0.008811960033626847,0.0,0.0,0,0,0
2000-06-02,0.015452973565949952,0.015452973565949952,0.0,0.0,0,0,0
2000-06-04,0.0,0.0,0.0,0.0,0,0,0
2000-06-05,0.004506080619408175,0.004506080619408175,0.0,0.0,0,0,0
2000-06-06,0.0018951304251829347,0.0018951304251829347,0.0,0.0,0,0,0
2000-06-07,-0.0005377834136487234,-0.0005377834136487234,0.0,0.0,0,0,0
2000-06-08,-0.004428038015427777,-0.004428038015427777,0.0,0.0,0,0,0
2000-06-09,-0.0033502746278454535,-0.0033502746278454535,0.0,0.0,0,0,0
2000-06-11,0.0,0.0,0.0,0.0,0,0,0
2000-06-12,0.0003673516924801559,0.0003673516924801559,0.0,0.0,0,0,0
2000-06-13,0.0032893989143776693,0.0032893989143776693,0.0,0.0,0,0,0
2000-06-14,0.006226361979120423,0.006226361979120423,0.0,0.0,0,0,0
2000-06-15,-0.0007228286119714247,-0.0007228286119714247,0.0,0.0,0,0,0
2000-06-16,-0.004005267546442612,-0.004005267546442612,0.0,0.0,0,0,0
2000-06-18,0.0,0.0,0.0,0.0,0,0,0
2000-06-19,0.0032783218971880277,0.0032783218971880277,0.0,0.0,0,0,0
2000-06-20,-0.0009807274779118555,-0.0009807274779118555,0.0,0.0,0,0,0
2000-06-21,0.0005422277825302436,0.0005422277825302436,0.0,0.0,0,0,0
2000-06-22,-0.004901001539312103,-0.004901001539312103,0.0,0.0,0,0,0
2000-06-23,-0.005564231165950857,-0.005564231165950857,0.0,0.0,0,0,0
2000-06-25,0.0,0.0,0.0,0.0,0,0,0
2000-06-26,0.0029611120261097057,0.0029611120261097057,0.0,0.0,0,0,0
2000-06-27,0.0007535616038939284,0.0007535616038939284,0.0,0.0,0,0,0
2000-06-28,0.00794187436930625,0.00794187436930625,0.0,0.0,0,0,0
2000-06-29,-0.005446011324089184,-0.005446011324089184,0.0,0.0,0,0,0
2000-06-30,0.0030081053231884483,0.0030081053231884483,0.0,0.0,0,0,0
2000-07-02,0.0,0.0,0.0,0.0,0,0,0
2000-07-03,0.004360101058084937,0.004360101058084937,0.0,0.0,0,0,0
2000-07-04,-0.001751120534187469,-0.001751120534187469,0.0,0.0,0,0,0
2000-07-05,-0.009685443375909883,-0.009685443375909883,0.0,0.0,0,0,0
2000-07-06,0.001523967651863378,0.001523967651863378,0.0,0.0,0,0,0
2000-07-07,0.005613653373230154,0.005613653373230154,0.0,0.0,0,0,0
2000-07-09,0.0,0.0,0.0,0.0,0,0,0
2000-07-10,0.00013800212478534219,0.00013800212478534219,0.0,0.0,0,0,0
2000-07-11,-0.0003109973850129063,-0.0003109973850129063,0.0,0.0,0,0,0
2000-07-12,0.0013592342565172141,0.0013592342565172141,0.0,0.0,0,0,0
2000-07-13,-0.0006064869612151787,-0.0006064869612151787,0.0,0.0,0,0,0
2000-07-14,0.0043413266277772585,0.0043413266277772585,0.0,0.0,0,0,0
2000-07-16,0.0,0.0,0.0,0.0,0,0,0
2000-07-17,0.0024420222673676075,0.0024420222673676075,0.0,0.0,0,0,0
2000-07-18,-0.004141876962689145,-0.004141876962689145,0.0,0.0,0,0,0
2000-07-19,-0.005946360846948399,-0.005946360846948399,0.0,0.0,0,0,0
2000-07-20,0.004232169457392847,0.004232169457392847,0.0,0.0,0,0,0
2000-07-21,-0.005438940067107258,-0.005438940067107258,0.0,0.0,0,0,0
2000-07-23,0.0,0.0,0.0,0.0,0,0,0
2000-07-24,-0.004932402439078312,-0.004932402439078312,0.0,0.0,0,0,0
2000-07-25,0.001235898425403234,0.001235898425403234,0.0,0.0,0,0,0
2000-07-26,-0.00448682323254538,-0.00448682323254538,0.0,0.0,0,0,0
2000-07-27,-0.0017155930998125932,-0.0017155930998125932,0.0,0.0,0,0,0
2000-07-28,-0.00786449391277155,-0.00786449391277155,0.0,0.0,0,0,0
2000-07-30,0.0,0.0,0.0,0.0,0,0,0
2000-07-31,0.0014551762206176451,0.0014551762206176451,0.0,0.0,0,0,0
2000-08-01,0.004498695569124934,0.004498695569124934,0.0,0.0,0,0,0
2000-08-02,0.0009391172631866999,0.0009391172631866999,0.0,0.0,0,0,0
2000-08-03,-0.0009277513511269345,-0.0009277513511269345,0.0,0.0,0,0,0
2000-08-04,0.0015090979320428887,0.0015090979320428887,0.0,0.0,0,0,0
2000-08-06,0.0,0.0,0.0,0.0,0,0,0
2000-08-07,0.005290162566232323,0.005290162566232323,0.0,0.0,0,0,0
2000-08-08,-0.0005667431851412552,-0.0005667431851412552,0.0,0.0,0,0,0
2000-08-09,-0.00145925115981156,-0.00145925115981156,0.0,0.0,0,0,0
2000-08-10,-0.003485567615714883,-0.003485567615714883,0.0,0.0,0,0,0
2000-08-11,0.0065461351540415,0.0065461351540415,0.0,0.0,0,0,0
2000-08-13,0.0,0.0,0.0,0.0,0,0,0
2000-08-14,0.003273169813948887,0.003273169813948887,0.0,0.0,0,0,0
2000-08-15,-0.0015025947041294153,-0.0015025947041294153,0.0,0.0,0,0,0
2000-08-16,0.0014944882360195056,0.0014944882360195056,0.0,0.0,0,0,0
2000-08-17,0.0034778979446946135,0.0034778979446946135,0.0,0.0,0,0,0
2000-08-18,-0.0008492053144794022,-0.0008492053144794022,0.0,0.0,0,0,0
2000-08-20,0.0,0.0,0.0,0.0,0,0,0
2000-08-21,0.000532101620642165,0.000532101620642165,0.0,0.0,0,0,0
2000-08-22,0.0003766256306709807,0.0003766256306709807,0.0,0.0,0,0,0
2000-08-23,-0.001782024590391588,-0.001782024590391588,0.0,0.0,0,0,0
2000-08-24,0.0034195818873070526,0.0034195818873070526,0.0,0.0,0,0,0
2000-08-25,0.0014045314198809057,0.0014045314198809057,0.0,0.0,0,0,0
2000-08-27,0.0,0.0,0.0,0.0,0,0,0
2000-08-28,0.003877911025308879,0.003877911025308879,0.0,0.0,0,0,0
2000-08-29,-0.0005001520811552134,-0.0005001520811552134,0.0,0.0,0,0,0
2000-08-30,-0.0021667240217804343,-0.0021667240217804343,0.0,0.0,0,0,0
2000-08-31,0.008146892418685192,0.008146892418685192,0.0,0.0,0,0,0
2000-09-01,-7.352747194432204e-05,-7.352747194432204e-05,0.0,0.0,0,0,0
2000-09-03,0.0,0.0,0.0,0.0,0,0,0
2000-09-04,0.0003964844303573389,0.0003964844303573389,0.0,0.0,0,0,0
2000-09-05,-0.004542990936694469,-0.004542990936694469,0.0,0.0,0,0,0
2000-09-06,-0.003216728456988497,-0.003216728456988497,0.0,0.0,0,0,0
2000-09-07,0.0009761923601691842,0.0009761923601691842,0.0,0.0,0,0,0
2000-09-08,-0.0029646718765525505,-0.0029646718765525505,0.0,0.0,0,0,0
2000-09-10,0.0,0.0,0.0,0.0,0,0,0
2000-09-11,-0.0035158807108983123,-0.0035158807108983123,0.0,0.0,0,0,0
2000-09-12,-0.0032665628918024056,-0.0032665628918024056,0.0,0.0,0,0,0
2000-09-13,0.0008627289530917836,0.0008627289530917836,0.0,0.0,0,0,0
2000-09-14,-0.0006500681601542493,-0.0006500681601542493,0.0,0.0,0,0,0
2000-09-15,-0.004270529438812585,-0.004270529438812585,0.0,0.0,0,0,0
2000-09-17,0.0,0.0,0.0,0.0,0,0,0
2000-09-18,-0.005538575072097988,-0.005538575072097988,0.0,0.0,0,0,0
2000-09-19,0.0036918283165118066,0.0036918283165118066,0.0,0.0,0,0,0
2000-09-20,-0.0042314996815446945,-0.0042314996815446945,0.0,0.0,0,0,0
2000-09-21,9.29522092830928e-05,9.29522092830928e-05,0.0,0.0,0,0,0
2000-09-22,-0.001741204795554342,-0.001741204795554342,0.0,0.0,0,0,0
2000-09-24,0.0,0.0,0.0,0.0,0,0,0
2000-09-25,0.0010296764273614513,0.0010296764273614513,0.0,0.0,0,0,0
2000-09-26,-0.00326282483243895,-0.00326282483243895,0.0,0.0,0,0,0
2000-09-27,0.0037069474033567264,0.0037069474033567264,0.0,0.0,0,0,0
2000-09-28,0.004425214078847909,0.004425214078847909,0.0,0.0,0,0,0
2000-09-29,-0.0060427025531826365,-0.0060427025531826365,0.0,0.0,0,0,0
2000-10-02,-0.00013978669011538338,-0.00013978669011538338,0.0,0.0,0,0,0
2000-10-03,-0.0031159420778368975,-0.0031159420778368975,0.0,0.0,0,0,0
2000-10-04,0.00045522760860121456,0.00045522760860121456,0.0,0.0,0,0,0
2000-10-05,0.0007570339647851365,0.0007570339647851365,0.0,0.0,0,0,0
2000-10-06,-0.006111776604876991,-0.006111776604876991,0.0,0.0,0,0,0
2000-10-09,-0.0014158573582784375,-0.0014158573582784375,0.0,0.0,0,0,0
2000-10-10,-0.0014673896352165195,-0.0014673896352165195,0.0,0.0,0,0,0
2000-10-11,-0.008573208191973854,-0.008573208191973854,0.0,0.0,0,0,0
2000-10-12,-0.0009168385009663711,-0.0009168385009663711,0.0,0.0,0,0,0
2000-10-13,0.006643056267993346,0.006643056267993346,0.0,0.0,0,0,0
2000-10-15,0.0,0.0,0.0,0.0,0,0,0
2000-10-16,0.00039514828748986986,0.00039514828748986986,0.0,0.0,0,0,0
2000-10-17,-0.007736922559391461,-0.007736922559391461,0.0,0.0,0,0,0
2000-10-18,-0.0026315617962057937,-0.0026315617962057937,0.0,0.0,0,0,0
2000-10-19,0.01023591767843373,0.01023591767843373,0.0,0.0,0,0,0
2000-10-20,0.004123729066757811,0.004123729066757811,0.0,0.0,0,0,0
2000-10-22,0.0,0.0,0.0,0.0,0,0,0
2000-10-23,-0.00013414315722849973,-0.00013414315722849973,0.0,0.0,0,0,0
2000-10-24,0.0018917728527523073,0.0018917728527523073,0.0,0.0,0,0,0
2000-10-25,-0.011853181745433388,-0.011853181745433388,0.0,0.0,0,0,0
2000-10-26,-0.0025893643706155858,-0.0025893643706155858,0.0,0.0,0,0,0
2000-10-27,0.001962106156631334,0.001962106156631334,0.0,0.0,0,0,0
2000-10-29,0.0,0.0,0.0,0.0,0,0,0
2000-10-30,0.004019960596062754,0.004019960596062754,0.0,0.0,0,0,0
2000-10-31,0.006896241540140209,0.006896241540140209,0.0,0.0,0,0,0
2000-11-01,-0.0014384543738802072,-0.0014384543738802072,0.0,0.0,0,0,0
2000-11-02,0.0003669348921809167,0.0003669348921809167,0.0,0.0,0,0,0
2000-11-03,-0.0010667550389697705,-0.0010667550389697705,0.0,0.0,0,0,0
2000-11-05,0.0,0.0,0.0,0.0,0,0,0
2000-11-06,0.0037218195047298308,0.0037218195047298308,0.0,0.0,0,0,0
2000-11-07,-0.00039547928881924344,-0.00039547928881924344,0.0,0.0,0,0,0
2000-11-08,-0.003941028074024213,-0.003941028074024213,0.0,0.0,0,0,0
2000-11-09,-0.0037211769729072175,-0.0037211769729072175,0.0,0.0,0,0,0
2000-11-10,-0.008655695307431373,-0.008655695307431373,0.0,0.0,0,0,0
2000-11-12,0.0,0.0,0.0,0.0,0,0,0
2000-11-13,-0.005036269757949693,-0.005036269757949693,0.0,0.0,0,0,0
2000-11-14,0.00794381949591865,0.00794381949591865,0.0,0.0,0,0,0
2000-11-15,0.0026682021499989618,0.0026682021499989618,0.0,0.0,0,0,0
2000-11-16,-0.0030906349877001904,-0.0030906349877001904,0.0,0.0,0,0,0
2000-11-17,-0.0010093543344394012,-0.0010093543344394012,0.0,0.0,0,0,0
2000-11-19,0.0,0.0,0.0,0.0,0,0,0
2000-11-20,-0.0068742229676669216,-0.0068742229676669216,0.0,0.0,0,0,0
2000-11-21,0.0008497246335048556,0.0008497246335048556,0.0,0.0,0,0,0
2000-11-22,-0.006615550327211071,-0.006615550327211071,0.0,0.0,0,0,0
2000-11-23,0.00018187228835439963,0.00018187228835439963,0.0,0.0,0,0,0
2000-11-24,0.004187696256370808,0.004187696256370808,0.0,0.0,0,0,0
2000-11-26,0.0,0.0,0.0,0.0,0,0,0
2000-11-27,0.007004095689411802,0.007004095689411802,0.0,0.0,0,0,0
2000-11-28,-0.004703435050379267,-0.004703435050379267,0.0,0.0,0,0,0
2000-11-29,-0.00386262211630873,-0.00386262211630873,0.0,0.0,0,0,0
2000-11-30,-0.0025609955995997613,-0.0025609955995997613,0.0,0.0,0,0,0
2000-12-01,-0.0012145867003191264,-0.0012145867003191264,0.0,0.0,0,0,0
2000-12-03,0.0,0.0,0.0,0.0,0,0,0
2000-12-04,0.004701906682579788,0.004701906682579788,0.0,0.0,0,0,0
2000-12-05,0.01178816440399566,0.01178816440399566,0.0,0.0,0,0,0
2000-12-06,-0.001193365365041245,-0.001193365365041245,0.0,0.0,0,0,0
2000-12-07,-0.0033579576519710596,-0.0033579576519710596,0.0,0.0,0,0,0
2000-12-08,0.0039190869791881485,0.0039190869791881485,0.0,0.0,0,0,0
2000-12-10,0.0,0.0,0.0,0.0,0,0,0
2000-12-11,0.003660130108222101,0.003660130108222101,0.0,0.0,0,0,0
2000-12-12,-0.0017639088050174884,-0.0017639088050174884,0.0,0.0,0,0,0
2000-12-13,-0.004411358965737177,-0.004411358965737177,0.0,0.0,0,0,0
2000-12-14,-0.006807433141452976,-0.006807433141452976,0.0,0.0,0,0,0
2000-12-15,-0.00784329998864138,-0.00784329998864138,0.0,0.0,0,0,0
2000-12-17,0.0,0.0,0.0,0.0,0,0,0
2000-12-18,0.0021062980896778835,0.0021062980896778835,0.0,0.0,0,0,0
2000-12-19,-0.004627981702346469,-0.004627981702346469,0.0,0.0,0,0,0
2000-12-20,-0.008304304594367132,-0.008304304594367132,0.0,0.0,0,0,0
2000-12-21,0.0007756383122361771,0.0007756383122361771,0.0,0.0,0,0,0
2000-12-22,0.006007754643541816,0.006007754643541816,0.0,0.0,0,0,0
2000-12-24,0.0,0.0,0.0,0.0,0,0,0
2000-12-25,0.0016644397119721535,0.0016644397119721535,0.0,0.0,0,0,0
2000-12-26,0.0019037245449025453,0.0019037245449025453,0.0,0.0,0,0,0
2000-12-27,0.004552584954747417,0.004552584954747417,0.0,0.0,0,0,0
2000-12-28,-0.0023056675448208793,-0.0023056675448208793,0.0,0.0,0,0,0
2000-12-29,-0.0049657151937875,-0.004839229432372187,0.25297152283062596,0.00012648576141531298,1,0,1
2000-12-31,0.0,0.0,0.0,0.0,0,0,0
2001-01-01,0.00019232677523739467,0.00019232677523739467,0.0,0.0,0,0,0
2001-01-02,-0.012261571622715994,-0.012261571622715994,0.0,0.0,0,0,0
2001-01-03,0.01265256037453552,0.01265256037453552,0.0,0.0,0,0,0
2001-01-04,-0.004069042995205371,-0.004069042995205371,0.0,0.0,0,0,0
2001-01-05,-0.005831664729028225,-0.005831664729028225,0.0,0.0,0,0,0
2001-01-07,0.0,0.0,0.0,0.0,0,0,0
2001-01-08,-1.676287384044903e-05,-1.676287384044903e-05,0.0,0.0,0,0,0
2001-01-09,-0.002294452316109729,-0.002294452316109729,0.0,0.0,0,0,0
2001-01-10,-0.0006462576921922382,-0.0006462576921922382,0.0,0.0,0,0,0
2001-01-11,0.00010503787939203759,0.00010503787939203759,0.0,0.0,0,0,0
2001-01-12,-0.00028170928072309624,-0.00028170928072309624,0.0,0.0,0,0,0
2001-01-14,0.0,0.0,0.0,0.0,0,0,0
2001-01-15,0.0006963365828791011,0.0006963365828791011,0.0,0.0,0,0,0
2001-01-16,0.0038903773359834715,0.0038903773359834715,0.0,0.0,0,0,0
2001-01-17,0.003174624871863131,0.003174624871863131,0.0,0.0,0,0,0
2001-01-18,0.007907532286973315,0.007907532286973315,0.0,0.0,0,0,0
2001-01-19,-0.00040629672418665574,-0.00040629672418665574,0.0,0.0,0,0,0
2001-01-21,0.0,0.0,0.0,0.0,0,0,0
2001-01-22,0.0037224238568552403,0.0037224238568552403,0.0,0.0,0,0,0
2001-01-23,0.0030379914154388607,0.0030379914154388607,0.0,0.0,0,0,0
2001-01-24,-0.0015404103853789753,-0.0015404103853789753,0.0,0.0,0,0,0
2001-01-25,-6.410910606456606e-05,-6.410910606456606e-05,0.0,0.0,0,0,0
2001-01-26,-0.002881443502949405,-0.002881443502949405,0.0,0.0,0,0,0
2001-01-28,0.0,0.0,0.0,0.0,0,0,0
2001-01-29,0.003584032537930706,0.003584032537930706,0.0,0.0,0,0,0
2001-01-30,0.0051059252307268195,0.0051059252307268195,0.0,0.0,0,0,0
2001-01-31,-0.0027932812590602246,-0.0027932812590602246,0.0,0.0,0,0,0
2001-02-01,0.005447773973071981,0.005447773973071981,0.0,0.0,0,0,0
2001-02-02,-0.0077623366876456,-0.0077623366876456,0.0,0.0,0,0,0
2001-02-04,0.0,0.0,0.0,0.0,0,0,0
2001-02-05,-0.004216938390016821,-0.004216938390016821,0.0,0.0,0,0,0
2001-02-06,-0.003112295628290624,-0.003112295628290624,0.0,0.0,0,0,0
2001-02-07,-0.004477367421256644,-0.004477367421256644,0.0,0.0,0,0,0
2001-02-08,-0.007251420589229384,-0.007251420589229384,0.0,0.0,0,0,0
2001-02-09,-0.00402465968321193,-0.00402465968321193,0.0,0.0,0,0,0
2001-02-11,0.0,0.0,0.0,0.0,0,0,0
2001-02-12,0.004680037652171803,0.004680037652171803,0.0,0.0,0,0,0
2001-02-13,-0.0024809358536906382,-0.0024809358536906382,0.0,0.0,0,0,0
2001-02-14,-0.0026641018467203005,-0.0026641018467203005,0.0,0.0,0,0,0
2001-02-15,0.0008275825069990683,0.0008275825069990683,0.0,0.0,0,0,0
2001-02-16,-0.0061636315790062025,-0.0061636315790062025,0.0,0.0,0,0,0
2001-02-18,0.0,0.0,0.0,0.0,0,0,0
2001-02-19,-0.0003424670541421117,-0.0003424670541421117,0.0,0.0,0,0,0
2001-02-20,-0.00867089273358267,-0.00867089273358267,0.0,0.0,0,0,0
2001-02-21,-0.0058792221626900315,-0.0058792221626900315,0.0,0.0,0,0,0
