timestamp,n_taa_trials,n_disclosed_trials,baseline_variant_id,baseline_sharpe,baseline_dsr,timesfm_enabled
2026-04-20T03:11:34.223212+00:00,160,160,taa_baseline,1.1069604048003838,0.9984223511028286,1
