fold_id,start_date,end_date,days,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,turnover_cost
1,2003-01-30,2007-09-28,1449,0.119296065114463,0.06560778986753847,1.5134798065129285,2.2000300428029247,-0.12127877598907477,0.016940290996113615
2,2007-09-30,2012-05-31,1453,0.04410590571303552,0.07737693195964801,0.3115386601992274,0.4306751062937239,-0.2191626986572407,0.011326568094683265
3,2012-06-01,2017-01-26,1450,0.10832420837338641,0.07386298290556356,1.1957844768645756,1.7139430633444925,-0.12126506109139412,0.015365059600853595
4,2017-01-27,2021-09-30,1554,0.10412235138796921,0.07312286277747866,1.1504247535269956,1.6063517127174027,-0.15834994938272107,0.016994548175613588
5,2021-10-01,2026-04-15,1658,0.04961571419964761,0.07206614092432755,0.41095185366933057,0.5801532490211816,-0.19677759330279443,0.016415707605731335
