decision_date,SPXT,FTSE100,LBUSTRUU,BROAD_TIPS,B3REITT,XAU,SILVER_FUT,NIKKEI225,CSI300_CHINA,BITCOIN,CHF_FRANC,fold_id,turnover,turnover_cost,ex_ante_vol,active_vol_budget,guardrail_multiplier,optimizer_status,used_fallback
2003-01-29,0.20000000009211744,0.03159054243299326,0.13219109729326448,0.14240125989026495,0.0,0.15525826392365494,0.14216993880626402,0.01869600861099996,0.10665816694976103,0.0,0.07103472200067998,1.0,0.6626079825937653,0.00033130399129688266,0.07999999997958405,0.08,1.0,optimal,0
2003-02-28,0.20000000014884403,0.022123284590813676,0.1449604499403763,0.1778449524955474,0.0,0.1525629912131382,0.12103299849763037,0.0064465488867371775,0.11574878649031463,0.0,0.05927998773659821,1.0,0.101785728906053,5.08928644530265e-05,0.07999999997922722,0.08,1.0,optimal,0
2003-03-31,0.20000000027311893,0.0036437470364780846,0.13425981115050156,0.17224360847469053,0.0706348323278532,0.16284142163610868,0.09560220469000459,5.3799285068669155e-09,0.1145624926414813,0.0,0.04621187638983462,1.0,0.1695786901556946,8.47893450778473e-05,0.07999999991742698,0.08,1.0,optimal,0
2003-04-30,0.20000000128409462,0.09742774979595796,0.1529291344392566,0.17636308967429104,0.07143440897326941,0.1799785198506787,0.11271421345520648,2.2196066056623144e-09,9.338165803080742e-09,0.0,0.009152870969472895,1.0,0.3215613823062341,0.00016078069115311704,0.07999999966680633,0.08,1.0,optimal,0
2003-05-30,0.2000000002981924,0.14999998287522173,0.12184768141606395,0.1593951510426406,0.03887887250109808,0.1510456366005871,0.0034016656992743406,7.518747509356295e-10,0.1754310064292133,0.0,2.3858339606899618e-09,1.0,0.45354323065613844,0.00022677161532806922,0.07999999994004806,0.08,1.0,optimal,0
2003-06-30,0.2000000030038921,0.10638825706156153,0.11576600369006268,0.14003084223042686,0.23554275628882554,0.1276757921283378,0.06135663293753861,0.007918757748369134,4.862116131232826e-09,0.0,0.005320950048869686,1.0,0.5324769846155308,0.00026623849230776543,0.07999999976234479,0.08,1.0,optimal,0
2003-07-31,0.20000000008659238,0.11172499983035368,0.08154962876530221,0.14054673380050753,0.24065690549033872,0.08295179512183622,0.12639129905910848,1.4618449340650722e-10,1.2121399203643644e-10,0.0,0.01617863757856235,1.0,0.1708182521073226,8.54091260536613e-05,0.07999999996894801,0.08,1.0,optimal,0
2003-08-29,0.20000000168776186,0.07124231409900013,0.06805282052673242,0.1617010493759649,0.2297518783607424,0.1629740024812396,0.04697768197082347,0.010296433357563377,1.387721403029195e-09,0.0,0.04900381675245041,1.0,0.27842861267162466,0.00013921430633581235,0.07999999989203188,0.08,1.0,optimal,0
2003-09-30,0.20000000058636133,0.08971477221243707,0.10279923897373268,0.15748599291433069,0.22852460134001523,0.13069931289373427,0.08467112859270592,0.006104945858064498,8.872184035609075e-10,0.0,5.741399953350813e-09,1.0,0.1901121318694761,9.505606593473805e-05,0.07999999985410607,0.08,1.0,optimal,0
2003-10-31,0.20000000068130722,0.10847740614915959,0.08299329049340684,0.16378524414491125,0.21253630049399364,0.1503833645194604,0.08182437741304589,1.3685229141020107e-08,5.290667127591946e-10,0.0,1.8904195012057547e-09,1.0,0.09170997090672799,4.5854985453363997e-05,0.07999999982893918,0.08,1.0,optimal,0
2003-11-28,0.2000000032293632,0.10882204559847661,0.08753247699455093,0.15364547329359995,0.19720680843422156,0.09049543533024325,0.16229774533893915,5.1358040511137615e-09,2.177236428131143e-09,0.0,4.467564791468751e-09,1.0,0.17441720417352485,8.720860208676243e-05,0.0791458161143278,0.08,1.0,optimal,0
2003-12-30,0.23710082566803886,0.14999999880138123,0.06889251605794049,0.09400665871810603,0.1526023815136011,0.14181044134427567,0.15558716440742867,7.722268442061672e-09,2.7650540051097586e-09,0.0,3.001905634784066e-09,1.0,0.2570171097678513,0.00012850855488392564,0.07999999965745466,0.08,1.0,optimal,0
2004-01-30,0.22101923360462136,0.14999993966765376,0.08312770439208314,0.09585312470749585,0.22127284088147492,0.08665123129199406,0.10485698678119969,0.03326487695174872,0.00395405251565183,0.0,9.206076825512796e-09,1.0,0.2417627077718935,0.00012088135388594675,0.079999998855959,0.08,1.0,optimal,0
2004-02-27,0.200000016027822,0.1499999180584308,0.07267599537425776,0.12732406899033455,0.1798099044008653,0.08407784065415998,0.14375579363471971,0.006018394746435882,0.03633805988565197,0.0,8.227322169432804e-09,1.0,0.1970331987609106,9.85165993804553e-05,0.0799999992691203,0.08,1.0,optimal,0
2004-03-31,0.20000000126348816,0.1345560732518226,0.07899454633787617,0.13644937740296115,0.12658965215796694,0.09320990416795909,0.16839333321971306,0.0618071081136336,1.7236727374788934e-09,0.0,2.3609064623470036e-09,1.0,0.19374740602808027,9.687370301404014e-05,0.07999999981432906,0.08,1.0,optimal,0
2004-04-30,0.20000000078155808,0.13941741354567505,0.08540559793655589,0.12517698817155348,0.14680584035442437,0.12882064692740738,0.08145650449275584,0.09291700759989387,2.9473261450908054e-11,0.0,1.6070291881500556e-10,1.0,0.19115021905718205,9.557510952859102e-05,0.07935913230714299,0.08,1.0,optimal,0
2004-05-28,0.20000000095841486,0.12526211093228232,0.07165079828704576,0.11824839431675277,0.24999999931002512,0.09668161473050878,0.04965296849980022,0.053665413616575425,1.4091690271320271e-09,0.0,0.034838697939425775,1.0,0.26205724405090536,0.00013102862202545268,0.07999999995559956,0.08,1.0,optimal,0
2004-06-30,0.20000000014002697,0.1458549746081052,0.07937795147151774,0.11038679497749855,0.2398458390042931,0.10646789763823494,0.03908190337342115,0.06460435939174913,9.010009474393458e-11,0.0,0.014380279305053008,1.0,0.09966741458964966,4.983370729482483e-05,0.07999999999295515,0.08,1.0,optimal,0
2004-07-30,0.20000000138097737,0.11342974783829786,0.09632717436361823,0.11260096612111956,0.24945891549742064,0.10549434996867692,0.05622550807657756,0.03882120050100682,4.393813953364795e-09,0.0,0.027642131858491046,1.0,0.1083206529146339,5.416032645731695e-05,0.0799999998822606,0.08,1.0,optimal,0
2004-08-31,0.2000000006983589,0.11668399361274348,0.10144870216998218,0.11696218535899923,0.23655639413822852,0.10968116577069399,0.07749400524959688,0.026268431832064242,8.052852783355244e-10,0.0,0.014905120364047212,1.0,0.09354914524404492,4.677457262202246e-05,0.07999999991482426,0.08,1.0,optimal,0
2004-09-30,0.2000000010373734,0.1499999943680302,0.08707770799983454,0.11292231887154118,0.2086577531868518,0.12511024223499118,0.09181862476506641,0.024413346867496345,7.970059292686524e-10,0.0,9.871808992451185e-09,1.0,0.11748386397613013,5.8741931988065064e-05,0.07999999991955073,0.08,1.0,optimal,0
