variant_id,layer,baseline_sharpe,ablated_sharpe,marginal_oos_sharpe,baseline_turnover_cost,ablated_turnover_cost,turnover_cost_delta,baseline_ann_return,ablated_ann_return,ann_return_delta,baseline_max_drawdown,ablated_max_drawdown,notes
baseline,baseline,0.7203632697947668,0.7203632697947668,0.0,0.007596425267171357,0.007596425267171357,0.0,0.05701398133220659,0.05701398133220659,0.0,-0.16625878569513697,-0.16625878569513697,Existing baseline walk-forward run.
no_regime,regime,0.7203632697947668,0.7203599652842795,3.3045104873563602e-06,0.007596425267171357,0.0075962835154385734,1.4175173278316994e-07,0.05701398133220659,0.057013872634626095,1.0869758049203426e-07,-0.16625878569513697,-0.16626256051991006,Leave-one-out ablation for no_regime.
no_trend,trend,0.7203632697947668,0.7202990847211816,6.418507358518788e-05,0.007596425267171357,0.007598246012482553,-1.8207453111960398e-06,0.05701398133220659,0.05701044037333802,3.5409588685642035e-06,-0.16625878569513697,-0.16626362958264318,Leave-one-out ablation for no_trend.
no_momo,momo,0.7203632697947668,0.7203129011474064,5.036864736041036e-05,0.007596425267171357,0.007597638519084056,-1.21325191269981e-06,0.05701398133220659,0.057011492639015726,2.488693190860758e-06,-0.16625878569513697,-0.16626270059037374,Leave-one-out ablation for no_momo.
no_timesfm,timesfm,0.7203632697947668,1.1066560967737524,-0.3862928269789856,0.007596425267171357,0.033521422600890874,-0.025924997333719516,0.05701398133220659,0.14422142459902365,-0.08720744326681706,-0.16625878569513697,-0.31509060355044016,Leave-one-out ablation for no_timesfm.
