timestamp,n_taa_trials,n_disclosed_trials,baseline_variant_id,baseline_sharpe,baseline_dsr,timesfm_enabled
2026-04-20T22:48:02.721907+00:00,224,224,taa_baseline,0.7203632697947668,0.8518437684699445,1
