fold_id,start_date,end_date,days,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,turnover_cost
1,2003-01-30,2007-09-28,1217,0.08496786271014178,0.04249290753248791,1.5289107402328415,2.2767008073990844,-0.0569577425928931,0.0018860997646531095
2,2007-10-01,2012-04-27,1195,0.09071043443504512,0.08048163586208135,0.8785909192529237,1.4595556619234578,-0.16625878569513597,0.001661753849931133
3,2012-04-30,2016-11-30,1332,0.03769255773339042,0.03609141168029034,0.4902151761232546,0.6735729452874349,-0.05992892323970367,0.0014461584615956884
4,2016-12-01,2021-06-30,1511,0.057066924688747855,0.04285539676419462,0.8649301485342216,1.1669090825129265,-0.10979746014766734,0.0012442542738184646
5,2021-07-01,2025-12-31,1645,0.028634569105068897,0.047769627482788374,0.1807543738577399,0.254045872591199,-0.15198962197640686,0.0013581589171729616
