timestamp,n_taa_trials,n_disclosed_trials,baseline_variant_id,baseline_sharpe,baseline_dsr,timesfm_enabled
2026-04-20T02:48:46.809001+00:00,149,149,taa_baseline,1.106960274344871,0.9985402625334813,1
