date,fold_id,regime,optimizer_status,used_fallback,turnover,turnover_cost,ex_ante_vol,active_vol_budget,guardrail_multiplier,p_risk_on,p_neutral,p_stress
2003-01-29,1,risk_on,optimal,0,0.6403971039609502,0.0003201985519804751,0.07898159309094596,0.1,1.0,0.5060601552498696,0.493904258383326,3.558636681299697e-05
2003-02-28,1,risk_on,optimal,0,0.15351813548649457,7.675906774324728e-05,0.07875732905778021,0.1,1.0,0.5041465949432379,0.4958534050161984,4.04692716765262e-11
2003-03-31,1,stress,optimal,0,0.21448590197637374,0.00010724295098818687,0.07717549789402268,0.1,1.0,5.192026057123921e-06,2.83078661345483e-06,0.9999919771872878
2003-04-30,1,risk_on,optimal,0,0.30496410451669187,0.00015248205225834593,0.07487077849243001,0.1,1.0,0.5029962039174307,0.4970029567437869,8.39338665485818e-07
2003-05-30,1,risk_on,optimal,0,0.2187441880007467,0.00010937209400037334,0.07677274171005533,0.1,1.0,0.5037349666093098,0.49626503339083344,6.904831168358523e-14
2003-06-30,1,risk_on,optimal,0,0.2849751123259827,0.00014248755616299137,0.07494950415845529,0.1,1.0,0.5025490970052429,0.49745090093093014,2.063752040353061e-09
2003-07-31,1,neutral,optimal,0,0.4341849618249418,0.00021709248091247093,0.0705409662427368,0.1,1.0,0.49813416767221796,0.500792253250634,0.0010735790773513895
2003-08-29,1,risk_on,optimal,0,0.28240724983122273,0.00014120362491561137,0.07370424319890319,0.1,1.0,0.9999999820138329,1.0721605231427243e-08,7.264552100188086e-09
2003-09-30,1,risk_on,optimal,0,0.3310942411704307,0.00016554712058521534,0.07462497408423546,0.1,1.0,0.5061742106026043,0.49382578939743704,2.37556489724666e-32
2003-10-31,1,risk_on,optimal,0,0.015410058709648834,7.705029354824417e-06,0.07457804827291774,0.1,1.0,0.9999999999281499,4.6139364986691294e-11,2.553744713776569e-11
2003-11-28,1,risk_on,optimal,0,0.1167715309277612,5.83857654638806e-05,0.07463945678154447,0.1,1.0,0.9999999999427018,4.704482369110816e-11,1.0315863519839077e-11
2003-12-30,1,risk_on,optimal,0,0.07053380704252636,3.526690352126318e-05,0.07302701677733243,0.1,1.0,0.503458156527473,0.49654184347255087,5.387345489684807e-47
2004-01-30,1,risk_on,optimal,0,0.08942612174978407,4.471306087489203e-05,0.07146621660587807,0.1,1.0,0.5038495615922677,0.49615043840794565,1.3396712346580848e-51
2004-02-27,1,risk_on,optimal,0,0.08681146193370717,4.340573096685359e-05,0.07109947896700838,0.1,1.0,0.503866987633963,0.49613301236612906,3.7734280279733297e-44
2004-03-31,1,risk_on,optimal,0,0.1813028986098937,9.065144930494686e-05,0.07096410237741814,0.1,1.0,0.5032842179437901,0.49671578205643263,2.254606330322871e-44
2004-04-30,1,risk_on,optimal,0,0.297935231499267,0.0001489676157496335,0.07570689272890739,0.1,1.0,0.5027089270912101,0.4972910729089617,4.797533040211281e-54
2004-05-28,1,risk_on,optimal,0,0.25138883026514186,0.00012569441513257093,0.07768752052971684,0.1,1.0,0.502943371751107,0.4970566282488327,2.6758351520235527e-51
2004-06-30,1,risk_on,optimal,0,0.2834894834566168,0.0001417447417283084,0.07814478647194302,0.1,1.0,0.5019331077543516,0.4980668922454431,1.3864011448161261e-55
2004-07-30,1,risk_on,optimal,0,0.4407386068185809,0.00022036930340929047,0.07402892654854938,0.1,1.0,0.5063175418053206,0.49368245819482376,1.8398838530043022e-50
2004-08-31,1,neutral,optimal,0,0.18385215749096,9.192607874548001e-05,0.07138531434585667,0.1,1.0,0.4983112370949619,0.501688762904868,1.6211074822228121e-46
2004-09-30,1,risk_on,optimal,0,0.25312153407812743,0.00012656076703906373,0.07652620518681948,0.1,1.0,0.5149820999285623,0.48501790007156387,1.3161200770934292e-25
2004-10-29,1,neutral,optimal,0,0.030951090727362976,1.5475545363681488e-05,0.07639502554280603,0.1,1.0,0.4950637869405911,0.5049362130596028,1.112648131056745e-56
2004-11-30,1,neutral,optimal,0,0.19435753758915164,9.717876879457582e-05,0.07378361382873211,0.1,1.0,0.4996518924691253,0.500348107531094,5.59906902109053e-63
2004-12-30,1,risk_on,optimal,0,0.13327709871242285,6.663854935621142e-05,0.07413294918037801,0.1,1.0,0.5006386039900634,0.499361396009786,6.824647471841621e-65
2005-01-31,1,neutral,optimal,0,0.013859666373405268,6.929833186702634e-06,0.07406069965821246,0.1,1.0,0.4875076474675755,0.512492352532542,1.3215015369894372e-47
2005-02-28,1,stress,optimal,0,0.009282680188804338,4.6413400944021694e-06,0.0737980663567575,0.1,1.0,9.32811520560294e-20,6.519955993492845e-20,1.0
2005-03-31,1,neutral,optimal,0,0.03558614655068501,1.7793073275342507e-05,0.07385437922512773,0.1,1.0,0.4967923448934072,0.5032076551065645,7.125108096835466e-15
2005-04-28,1,risk_on,optimal,0,0.1659932707300856,8.299663536504281e-05,0.07594055573103868,0.1,1.0,1.0,2.926864849127998e-30,6.907922388796865e-32
2005-05-31,1,risk_on,optimal,0,0.3327710047909214,0.00016638550239546072,0.07642026472841598,0.1,1.0,1.0,5.663548591520275e-26,3.2527364148102326e-27
2005-06-30,1,neutral,optimal,0,0.25887292935869477,0.00012943646467934738,0.07705626304852736,0.1,1.0,0.432740542274993,0.5672594577250683,3.440561945573701e-39
2005-07-29,1,stress,optimal,0,0.3388119054684047,0.00016940595273420234,0.07487026377927351,0.1,1.0,2.6855916134963106e-43,0.49896848634784385,0.5010315136520884
2005-08-31,1,stress,optimal,0,0.37748377661041765,0.00018874188830520882,0.07327965667134985,0.1,1.0,1.5542937970016613e-43,0.4832329982044291,0.5167670017956033
2005-09-30,1,stress,optimal,0,0.13052924376769465,6.526462188384732e-05,0.07075710247381993,0.1,1.0,5.72030296611056e-44,0.4897130921527118,0.5102869078473677
2005-10-31,1,stress,optimal,0,0.20535129756376935,0.00010267564878188468,0.0737258417517269,0.1,1.0,3.962557972185551e-42,0.49863908401780443,0.5013609159823865
2005-11-30,1,risk_on,optimal,0,0.24075490831845398,0.00012037745415922699,0.07166886947685955,0.1,1.0,1.0,7.979244699306154e-17,1.6368255151332804e-16
2005-12-30,1,risk_on,optimal,0,0.16878464899762727,8.439232449881363e-05,0.06899222193983116,0.1,1.0,1.0,5.029888134885978e-18,8.31000205559634e-18
2006-01-25,1,stress,optimal,0,0.26655744135948967,0.00013327872067974482,0.07028167697096631,0.1,1.0,5.720004463243495e-55,0.48882232663099145,0.5111776733690897
2006-02-28,1,stress,optimal,0,0.22779104875287046,0.00011389552437643522,0.06822899728296893,0.1,1.0,9.49511468553165e-55,0.48719538054094375,0.5128046194590584
2006-03-31,1,stress,optimal,0,0.26814650696060194,0.00013407325348030097,0.07045810296313497,0.1,1.0,2.944878798508468e-10,0.4960174462236537,0.5039825534820157
