decision_date,SPXT,FTSE100,LBUSTRUU,BROAD_TIPS,B3REITT,XAU,SILVER_FUT,NIKKEI225,CSI300_CHINA,BITCOIN,CHF_FRANC,fold_id,turnover,turnover_cost,ex_ante_vol,active_vol_budget,guardrail_multiplier,optimizer_status,used_fallback
2003-01-29,0.20000000132177803,0.013827993075556735,0.13919852349531447,0.18921427900270868,0.0,0.18914723995810478,0.13881051644879044,0.04306453473539238,0.04339828392142657,0.0,0.04333862804092804,1.0,0.6403971039609502,0.0003201985519804751,0.07898159309094596,0.1,1.0,optimal,0
2003-02-28,0.20000000095615972,0.01955256437422535,0.14492080258233841,0.19849198562620948,0.0,0.194954132389045,0.0572160143596056,0.044674642611157264,0.09528861087034714,0.0,0.0449012462309121,1.0,0.15351813548649457,7.675906774324728e-05,0.07875732905778021,0.1,1.0,optimal,0
2003-03-31,0.2000000019027239,0.038277866976475616,0.142808281739162,0.19284055809810696,0.08857902614019317,0.19026488021921661,0.042808306654120415,0.01758596992892762,0.044088509082761906,0.0,0.04274659925831198,1.0,0.21448590197637374,0.00010724295098818687,0.07717549789402268,0.1,1.0,optimal,0
2003-04-30,0.20000000041132715,0.12492904117260355,0.11430830921510438,0.1643687092608559,0.06423242209546402,0.1622283944509909,0.10707764582506282,6.678375139547499e-09,0.048656104970836715,0.0,0.014199365919379207,1.0,0.30496410451669187,0.00015248205225834593,0.07487077849243001,0.1,1.0,optimal,0
2003-05-30,0.20000000051005007,0.1122642772312265,0.11165084937475725,0.16258514882491207,0.06248736653470737,0.16272837329415218,0.017536436859781818,1.4264048122559257e-08,0.15832038401479015,0.0,0.012427149091574465,1.0,0.2187441880007467,0.00010937209400037334,0.07677274171005533,0.1,1.0,optimal,0
2003-06-30,0.20000000721473574,0.1356608965944754,0.11316974762215797,0.16343707072740613,0.06483576026946491,0.15784701805031265,0.02773427872981827,0.11081213441351113,0.013366479312007013,0.0,0.013136607066110818,1.0,0.2849751123259827,0.00014248755616299137,0.07494950415845529,0.1,1.0,optimal,0
2003-07-31,0.20000000168936433,0.14999999732799457,0.04116599006435369,0.10018353667342818,0.049789015956080776,0.0996064339635897,0.14577032069526652,0.09977839144931464,0.05505583772256426,0.0,0.05865047445804325,1.0,0.4341849618249418,0.00021709248091247093,0.0705409662427368,0.1,1.0,optimal,0
2003-08-29,0.2000000001016357,0.09334528518641955,0.018182832535294017,0.1305126320629349,0.04353115539271316,0.09373561460989169,0.14175628937989468,0.13944695838587334,7.370222350994849e-10,0.0,0.13948923160832072,1.0,0.28240724983122273,0.00014120362491561137,0.07370424319890319,0.1,1.0,optimal,0
2003-09-30,0.20000000141351384,0.0987895508273063,0.09904686391700246,0.14908651407867793,0.04891345961465713,0.14899003413780812,0.10297412342050186,0.14888524110822265,1.7611758494258304e-08,0.0,0.003314193870551149,1.0,0.3310942411704307,0.00016554712058521534,0.07462497408423546,0.1,1.0,optimal,0
2003-10-31,0.2000000028835818,0.10198328941296918,0.09703600237888725,0.14807657797266272,0.04868757384052529,0.14800128474683266,0.0991508675473576,0.152037461298638,2.5861366986935503e-08,0.0,0.005026914057178424,1.0,0.015410058709648834,7.705029354824417e-06,0.07457804827291774,0.1,1.0,optimal,0
2003-11-28,0.20000000137781704,0.11977542505425445,0.09609055053789625,0.1463708334790665,0.04907334396190293,0.09904061071310734,0.14482802681239457,0.1448080676212641,2.406065060031929e-08,0.0,1.311638164626484e-05,1.0,0.1167715309277612,5.83857654638806e-05,0.07463945678154447,0.1,1.0,optimal,0
2003-12-30,0.2000000001107644,0.11821063486789954,0.09193443035794029,0.13985494286032904,0.04144659886831152,0.09142839042015403,0.14139223404977083,0.1413394414275778,0.03439332294073369,0.0,4.0965188876040664e-09,1.0,0.07053380704252636,3.526690352126318e-05,0.07302701677733243,0.1,1.0,optimal,0
2004-01-30,0.20000000074450086,0.11691963895439571,0.09152939744440726,0.1415508513745968,0.07258327455915546,0.0766291997634264,0.12659991532832998,0.12655719451989594,0.04763040926530754,0.0,1.1804598395022848e-07,1.0,0.08942612174978407,4.471306087489203e-05,0.07146621660587807,0.1,1.0,optimal,0
2004-02-27,0.2000000014466309,0.13271574181971954,0.08710625064890391,0.13712893317664798,0.08286361008595344,0.08262918204098706,0.1328119289314328,0.08679099279926125,0.057953330217974594,0.0,2.8832488360245577e-08,1.0,0.08681146193370717,4.340573096685359e-05,0.07109947896700838,0.1,1.0,optimal,0
2004-03-31,0.20000000009517085,0.10261082894981585,0.09869049819189264,0.14869798608361523,0.08341090512869609,0.049883300278344124,0.11658380403353943,0.11240021803158165,0.087721772175958,0.0,6.870313861119056e-07,1.0,0.1813028986098937,9.065144930494686e-05,0.07096410237741814,0.1,1.0,optimal,0
2004-04-30,0.20000000026618636,0.1343643078793568,0.10375309853842248,0.15416499875615738,0.027332469845015778,0.0008366705059981006,0.14652409852229842,0.15939326953504707,0.0460592070654901,0.0,0.027571879086027533,1.0,0.297935231499267,0.0001489676157496335,0.07570689272890739,0.1,1.0,optimal,0
2004-05-28,0.20000000107576363,0.137019124987299,0.033618251241321125,0.16237819947267104,0.1275779007858957,0.014293320550085349,0.147919806784309,0.16020754913325638,8.967568668121357e-08,0.0,0.016985756293712285,1.0,0.25138883026514186,0.00012569441513257093,0.07768752052971684,0.1,1.0,optimal,0
